@RELATION lol

@ATTRIBUTE match_id STRING
@ATTRIBUTE summoner_id STRING
@ATTRIBUTE champion_id STRING
@ATTRIBUTE tier {UNRANKED,BRONZE,SILVER,GOLD,PLATINUM,DIAMOND,MASTER}
@ATTRIBUTE lane {TOP,JUNGLE,MIDDLE,BOTTOM}
@ATTRIBUTE role {NONE,SOLO,DUO,DUO_CARRY,DUO_SUPPORT}
@ATTRIBUTE kills NUMERIC
@ATTRIBUTE deaths NUMERIC
@ATTRIBUTE assists NUMERIC
@ATTRIBUTE gold_earned NUMERIC
@ATTRIBUTE gold_spent NUMERIC
@ATTRIBUTE dmg NUMERIC
@ATTRIBUTE dmg_champs NUMERIC
@ATTRIBUTE dmg_taken NUMERIC
@ATTRIBUTE dmg_healed NUMERIC
@ATTRIBUTE cc NUMERIC
@ATTRIBUTE wards_placed NUMERIC
@ATTRIBUTE wards_killed NUMERIC
@ATTRIBUTE win {True,False}

@DATA
1858132501,32784135,55,GOLD,MIDDLE,SOLO,14,4,12,13947,12690,155791,36113,15418,833,0,5,0,True
1858132501,38364580,40,GOLD,BOTTOM,DUO_SUPPORT,1,3,17,9125,8265,12990,4262,11418,4605,138,20,3,True
1858132501,49882366,2,SILVER,TOP,SOLO,7,2,9,12749,11835,171687,20922,19261,1979,452,5,0,True
1858132501,44769494,110,SILVER,BOTTOM,DUO_CARRY,7,5,14,12949,11575,173916,27736,14212,3013,152,3,0,True
1858132501,30314195,131,SILVER,MIDDLE,SOLO,1,9,2,8228,7290,117253,9519,26447,374,45,5,0,False
1858132501,34829487,104,GOLD,BOTTOM,DUO_CARRY,8,7,3,12119,11815,148955,15562,19032,1549,57,9,1,False
1858132501,51821766,412,SILVER,BOTTOM,DUO_SUPPORT,1,9,9,7043,6795,17596,4689,23966,618,123,14,1,False
1858132501,26064897,31,BRONZE,TOP,SOLO,3,1,4,9614,9480,150829,9742,32130,8704,537,6,0,False
1858132501,46210413,72,SILVER,JUNGLE,NONE,2,11,6,8732,7950,113384,5714,29240,1405,2338,10,0,False
1860077377,30314195,131,SILVER,JUNGLE,NONE,0,2,0,5018,3915,71539,2965,10763,876,157,5,1,False
1860077377,30252548,34,SILVER,MIDDLE,SOLO,0,1,0,3964,2995,37233,5565,6072,1762,1812,4,0,False
1860077377,21094174,98,SILVER,TOP,SOLO,0,3,0,5110,5085,51447,6270,12944,510,26,1,0,False
1860077377,39647564,412,SILVER,BOTTOM,DUO_SUPPORT,0,3,1,3531,2710,8542,2709,7893,863,49,11,0,False
1860077377,23103111,429,GOLD,BOTTOM,DUO_CARRY,1,3,0,5122,4490,46692,4598,7838,645,92,4,0,False
1860077377,30646631,268,UNRANKED,MIDDLE,SOLO,3,0,3,6916,6225,68546,9149,4973,356,139,5,1,True
1860077377,22946020,16,GOLD,BOTTOM,DUO_SUPPORT,1,0,9,6422,4600,7540,2849,5642,10966,56,2,0,True
1860077377,47674653,106,UNRANKED,JUNGLE,NONE,2,0,4,6604,6200,72857,3710,13752,622,867,4,0,True
1860077377,48557410,2,UNRANKED,TOP,SOLO,1,0,1,5957,4530,53793,8273,7094,605,248,4,0,True
1860077377,53047098,222,SILVER,BOTTOM,DUO_CARRY,5,1,4,7961,6845,87250,10940,8632,1382,39,4,0,True
1860149280,46335327,113,SILVER,JUNGLE,NONE,9,7,7,11463,10730,118452,15800,39715,3889,918,8,1,False
1860149280,61889944,429,UNRANKED,BOTTOM,DUO_CARRY,7,9,9,11589,10950,118226,14878,21522,2146,787,2,0,False
1860149280,31210528,13,GOLD,TOP,SOLO,1,9,10,9009,8330,91395,17451,26143,1015,96,5,0,False
1860149280,19904574,53,SILVER,BOTTOM,DUO_SUPPORT,6,9,12,8683,8470,36007,12072,26952,1386,174,12,2,False
1860149280,34597684,126,GOLD,MIDDLE,SOLO,5,10,6,11091,10227,147883,19878,22549,227,204,6,0,False
1860149280,46290558,157,SILVER,MIDDLE,SOLO,18,7,11,17281,15960,213787,43914,28255,3502,267,5,0,True
1860149280,34381106,254,SILVER,JUNGLE,NONE,2,9,13,9382,8565,69155,6368,27924,1727,229,7,0,True
1860149280,30314195,131,SILVER,TOP,SOLO,9,4,5,11186,10320,120918,20203,23173,2067,66,8,1,True
1860149280,31493154,21,PLATINUM,BOTTOM,DUO_CARRY,12,5,4,15427,14630,212228,27157,21179,3314,382,9,0,True
1860149280,46342977,54,SILVER,BOTTOM,DUO_SUPPORT,3,3,15,9872,8700,48451,15464,15527,3161,798,5,1,True
1860938175,28965465,104,GOLD,BOTTOM,DUO_CARRY,9,0,2,11019,8775,121967,12180,6883,838,256,0,0,True
1860938175,30314195,113,SILVER,JUNGLE,NONE,3,0,4,7423,6875,69561,4120,11904,973,329,6,2,True
1860938175,19391035,99,SILVER,BOTTOM,DUO_SUPPORT,3,3,11,7431,6340,20112,9342,10064,0,108,15,3,True
1860938175,31501571,4,UNRANKED,MIDDLE,SOLO,2,4,8,7834,6720,80945,10752,7869,249,87,9,0,True
1860938175,23012509,150,SILVER,TOP,SOLO,4,2,3,8816,8185,104669,15030,14838,0,485,2,0,True
1860938175,23188684,78,GOLD,TOP,SOLO,2,4,1,6097,5578,47418,10813,13634,113,63,5,0,False
1860938175,45515146,103,SILVER,MIDDLE,SOLO,5,6,1,6939,6160,60252,12091,13819,751,15,5,0,False
1860938175,47391685,51,SILVER,BOTTOM,DUO_CARRY,0,2,1,6467,6030,82146,5499,10118,1580,32,3,0,False
1860938175,26389861,59,SILVER,JUNGLE,NONE,2,4,1,6078,5490,65440,5326,20580,1690,412,7,1,False
1860938175,58621850,25,UNRANKED,BOTTOM,DUO_SUPPORT,0,5,1,3898,3570,9369,2402,11712,27,40,12,1,False
1861028734,47390382,106,SILVER,JUNGLE,NONE,4,4,12,10340,9575,110740,10087,28593,1539,1252,10,2,True
1861028734,43689390,238,SILVER,MIDDLE,SOLO,16,3,2,14786,14140,172633,25275,20602,3104,220,10,0,True
1861028734,47443206,8,SILVER,TOP,SOLO,7,8,8,10216,8350,130875,21592,32315,9814,337,4,0,True
1861028734,39546742,1,SILVER,BOTTOM,DUO_SUPPORT,1,4,14,8347,8280,21739,11070,10751,220,72,22,1,True
1861028734,26164354,51,SILVER,BOTTOM,DUO_CARRY,6,5,6,9640,8565,108635,14098,13419,1230,100,6,0,True
1861028734,30314195,131,SILVER,JUNGLE,NONE,5,5,8,10066,9865,123422,17851,19340,1772,247,8,2,False
1861028734,30252548,61,SILVER,MIDDLE,SOLO,4,9,3,8580,7380,83272,9219,15332,0,1495,7,1,False
1861028734,37847678,42,SILVER,BOTTOM,DUO_CARRY,5,4,10,10273,10398,103448,20784,16262,2205,117,10,0,False
1861028734,43331410,36,SILVER,TOP,SOLO,8,8,3,9517,9350,86441,18075,30518,8664,470,3,0,False
1861028734,42253896,53,SILVER,BOTTOM,DUO_SUPPORT,2,8,6,7134,6880,44920,11253,25817,3021,98,26,1,False
1861161728,20488404,99,GOLD,MIDDLE,SOLO,8,5,6,11550,11215,116579,29221,15373,764,369,4,0,False
1861161728,40031506,1,GOLD,BOTTOM,DUO_SUPPORT,1,5,7,8030,7320,25363,11300,16268,1105,71,24,3,False
1861161728,30314195,51,SILVER,BOTTOM,DUO_CARRY,3,5,7,12597,11490,241672,23285,17919,2321,53,8,0,False
1861161728,31491223,41,GOLD,TOP,SOLO,3,5,4,12301,11115,115838,13001,27160,5696,4758,4,0,False
1861161728,66789345,64,SILVER,JUNGLE,NONE,4,9,6,8668,8455,98168,16616,40162,2493,599,39,5,False
1861161728,51124024,222,SILVER,BOTTOM,DUO_CARRY,10,4,6,14985,14750,213285,25784,23518,2487,225,6,4,True
1861161728,53440664,412,UNRANKED,BOTTOM,DUO_SUPPORT,3,3,15,11874,10725,33491,9732,20992,2884,987,20,6,True
1861161728,29506728,91,SILVER,MIDDLE,SOLO,5,2,13,12539,12370,130870,19821,26174,3682,938,9,1,True
1861161728,34566385,107,SILVER,JUNGLE,NONE,5,7,8,12837,12115,182212,13926,33577,3261,799,2,1,True
1861161728,64241316,31,UNRANKED,TOP,SOLO,6,3,4,11924,11850,146110,20641,24890,6533,962,12,0,True
1851771797,23632615,75,SILVER,TOP,SOLO,0,10,2,10603,9683,156020,10071,37609,2151,3262,7,0,False
1851771797,63478622,31,UNRANKED,JUNGLE,NONE,1,8,5,10264,8915,157424,12030,45761,7947,8852,9,2,False
1851771797,35036847,134,SILVER,MIDDLE,SOLO,7,8,2,10920,9135,150304,19714,22510,0,3068,4,0,False
1851771797,48435306,81,SILVER,BOTTOM,DUO_CARRY,6,8,6,12282,10778,167532,30214,29745,2993,555,6,2,False
1851771797,28898118,412,GOLD,BOTTOM,DUO_SUPPORT,3,5,7,8146,8015,28535,6785,29150,5756,2501,19,3,False
1851771797,44006922,222,UNRANKED,BOTTOM,DUO_CARRY,11,4,10,15591,15000,206066,25963,16885,2915,61,10,2,True
1851771797,43253725,74,SILVER,MIDDLE,SOLO,15,2,9,16909,15045,224499,58330,21963,3348,148,7,2,True
1851771797,44148048,64,SILVER,TOP,SOLO,9,2,10,15747,15205,218075,25810,25615,3977,620,14,2,True
1851771797,51084862,35,UNRANKED,JUNGLE,NONE,2,6,3,11459,11770,171224,6421,28426,2507,953,13,1,True
1851771797,64241316,25,UNRANKED,BOTTOM,DUO_SUPPORT,1,3,16,10636,9855,36066,12036,18163,811,127,28,0,True
1852469349,20446479,34,SILVER,MIDDLE,SOLO,22,6,18,27705,19295,501516,97018,51265,20747,8009,44,3,False
1852469349,46104726,67,SILVER,BOTTOM,DUO_CARRY,12,15,14,22316,17555,367252,56190,52216,8430,361,14,4,False
1852469349,28465583,64,SILVER,JUNGLE,NONE,7,8,36,18839,22220,143007,29330,61062,3643,977,53,3,False
1852469349,50639647,54,SILVER,TOP,SOLO,10,9,27,20966,16565,230748,39919,42139,7530,6059,18,1,False
1852469349,40864107,111,UNRANKED,BOTTOM,DUO_SUPPORT,6,12,30,17412,15050,120834,30923,72582,9097,1411,49,4,False
1852469349,46089263,1,GOLD,BOTTOM,DUO_SUPPORT,12,15,20,19983,17550,253388,62458,37602,490,191,38,3,True
1852469349,50814632,106,GOLD,JUNGLE,NONE,8,7,22,20464,17245,253121,30398,93986,10719,2547,24,4,True
1852469349,34297044,157,SILVER,MIDDLE,SOLO,4,20,14,21017,18660,418353,34112,54448,2257,235,19,0,True
1852469349,25553164,81,SILVER,BOTTOM,DUO_CARRY,15,8,20,24970,22488,484047,71975,45022,6944,244,23,1,True
1852469349,64241316,31,UNRANKED,TOP,SOLO,11,7,12,20142,19739,268999,40156,77003,24316,2970,18,0,True
1852598917,64241316,254,UNRANKED,JUNGLE,NONE,8,2,13,11189,9950,106049,13070,18098,3283,498,9,0,True
1852598917,44500309,429,SILVER,BOTTOM,DUO_CARRY,14,3,16,14940,13460,186894,39945,18161,2591,303,5,2,True
1852598917,32178391,134,GOLD,MIDDLE,SOLO,7,6,7,10354,7545,94699,14935,13351,792,187,6,1,True
1852598917,19614676,39,GOLD,TOP,SOLO,7,6,10,11945,10150,111898,23866,31582,10471,58,11,2,True
1852598917,24122866,201,SILVER,BOTTOM,DUO_SUPPORT,2,2,26,10199,8480,31691,11801,17527,3399,1232,26,5,True
1852598917,50974266,84,SILVER,MIDDLE,SOLO,4,7,5,7918,7130,62023,10794,19173,237,206,6,1,False
1852598917,25979184,106,SILVER,JUNGLE,NONE,9,6,2,10917,10870,118076,15463,43258,471,1035,4,4,False
1852598917,71514,89,BRONZE,BOTTOM,DUO_SUPPORT,0,10,3,5288,5060,23094,4717,23614,957,166,22,1,False
1852598917,20653774,8,UNRANKED,TOP,SOLO,6,8,3,10574,10575,135330,19733,27397,8676,166,10,0,False
1852598917,20478779,81,BRONZE,BOTTOM,DUO_CARRY,0,7,5,8233,6943,85836,17348,17347,2174,0,8,0,False
1852714253,52416697,86,UNRANKED,TOP,SOLO,4,7,9,11918,11810,125068,15601,39134,3330,106,12,3,False
1852714253,38909838,48,BRONZE,JUNGLE,NONE,10,10,14,17143,16465,221033,32693,66055,22565,951,7,0,False
1852714253,37306225,222,SILVER,BOTTOM,DUO_CARRY,8,9,15,16111,14665,218227,27764,23932,3048,340,6,2,False
1852714253,47789761,134,SILVER,MIDDLE,SOLO,11,12,13,13825,13520,112758,37260,25886,1447,332,14,0,False
1852714253,36391815,25,SILVER,BOTTOM,DUO_SUPPORT,2,8,19,12173,11430,60065,18511,26173,235,234,30,2,False
1852714253,45001560,1,BRONZE,MIDDLE,SOLO,9,10,16,14885,14400,170261,28250,22488,2260,177,14,1,True
1852714253,64241316,254,UNRANKED,JUNGLE,NONE,9,3,16,14196,12905,144251,19567,30982,4907,476,9,0,True
1852714253,39232099,89,SILVER,BOTTOM,DUO_SUPPORT,3,4,27,13374,11025,68314,15090,33008,4212,136,36,2,True
1852714253,51453682,67,BRONZE,BOTTOM,DUO_CARRY,22,7,9,19964,17400,234894,50543,25700,3679,232,16,3,True
1852714253,44852448,57,BRONZE,TOP,SOLO,3,11,28,13355,12985,127708,25941,58377,16157,620,10,0,True
1852779619,61283820,31,UNRANKED,MIDDLE,SOLO,7,5,5,12016,11190,141219,21891,39842,6481,504,11,1,True
1852779619,30412347,67,GOLD,BOTTOM,DUO_CARRY,12,6,11,15749,13386,211225,41391,28705,5165,284,9,3,True
1852779619,48471902,121,GOLD,JUNGLE,NONE,10,6,13,13638,12290,135503,20346,40367,8830,592,9,2,True
1852779619,36334741,432,SILVER,BOTTOM,DUO_SUPPORT,4,5,20,11248,10130,21976,10621,25874,5185,145,21,4,True
1852779619,24052064,74,SILVER,TOP,SOLO,5,5,5,14753,14390,260494,35765,15270,1519,241,2,0,True
1852779619,64241316,113,UNRANKED,JUNGLE,NONE,3,6,13,9451,9225,86267,11348,35618,5250,5380,15,1,False
1852779619,19029188,4,GOLD,MIDDLE,SOLO,6,7,10,10889,10365,113612,30047,19490,517,615,5,0,False
1852779619,23022186,1,GOLD,BOTTOM,DUO_SUPPORT,2,12,11,7849,7575,42113,17730,19633,715,1412,27,1,False
1852779619,40719560,81,SILVER,BOTTOM,DUO_CARRY,11,7,4,12919,11348,153523,32474,25451,2452,258,5,2,False
1852779619,34566385,106,SILVER,TOP,SOLO,5,7,4,10486,11365,122085,15682,50721,4180,8009,1,0,False
1853628671,43482179,81,SILVER,MIDDLE,SOLO,7,4,9,10653,8793,120813,24111,13764,467,136,5,3,True
1853628671,43103822,8,SILVER,TOP,SOLO,8,3,8,11258,9630,112077,14857,16281,8006,65,8,0,True
1853628671,44363073,53,SILVER,BOTTOM,DUO_SUPPORT,3,5,12,8611,7245,40824,12042,13851,800,314,12,0,True
1853628671,24942045,104,SILVER,BOTTOM,DUO_CARRY,5,3,10,10041,8360,98150,17023,11265,1852,51,3,0,True
1853628671,49439338,19,UNRANKED,JUNGLE,NONE,4,1,15,10082,9505,92890,11021,31059,17113,519,3,1,True
1853628671,64241316,31,UNRANKED,MIDDLE,SOLO,6,5,0,8125,7390,83527,13627,24962,5308,213,8,0,False
1853628671,25817257,98,SILVER,JUNGLE,NONE,2,6,3,6642,6220,64797,7573,25815,2039,173,3,0,False
1853628671,48112973,92,SILVER,TOP,SOLO,4,8,0,9313,8260,133686,13413,20157,292,80,4,0,False
1853628671,48464909,222,SILVER,BOTTOM,DUO_CARRY,3,3,4,9008,8575,99931,13357,12963,1344,50,0,0,False
1853628671,35658117,12,SILVER,BOTTOM,DUO_SUPPORT,1,5,7,5416,4760,12771,6620,19582,7906,103,20,1,False
1853726896,64241316,254,UNRANKED,JUNGLE,NONE,0,7,8,6692,6970,55511,6508,17367,571,337,9,0,False
1853726896,44312808,99,SILVER,MIDDLE,SOLO,9,8,1,8969,8605,84418,19508,17821,425,227,7,0,False
1853726896,44500309,429,SILVER,BOTTOM,DUO_CARRY,0,9,4,7686,7080,88488,8709,15368,1514,151,7,1,False
1853726896,48231589,122,SILVER,TOP,SOLO,6,8,2,9232,8665,89401,16777,21538,489,69,5,0,False
1853726896,26700161,412,SILVER,BOTTOM,DUO_SUPPORT,2,9,3,5320,4895,19345,5880,18876,606,144,34,5,False
1853726896,41754049,7,GOLD,MIDDLE,SOLO,9,5,4,10583,10977,64990,13404,12588,470,28,5,0,True
1853726896,24348394,79,UNRANKED,JUNGLE,NONE,4,3,12,10144,9820,96004,8346,21111,6207,739,10,1,True
1853726896,45301222,31,SILVER,BOTTOM,DUO_SUPPORT,5,2,12,10226,9888,66800,13091,19172,4438,239,10,2,True
1853726896,39839368,84,SILVER,TOP,SOLO,16,3,4,14410,13725,147383,24087,22402,1415,435,15,0,True
1853726896,49355397,22,SILVER,BOTTOM,DUO_CARRY,7,4,10,12362,11655,160565,16186,12276,1248,2083,5,1,True
1853760869,64241316,254,UNRANKED,JUNGLE,NONE,8,4,8,10481,9915,108995,11589,21032,1749,641,9,0,False
1853760869,43494835,13,UNRANKED,TOP,SOLO,4,2,2,9971,8545,108184,16655,14895,505,79,8,1,False
1853760869,44500309,103,SILVER,MIDDLE,SOLO,7,8,7,10001,8915,91409,27949,17612,1715,30,8,1,False
1853760869,53295802,67,SILVER,BOTTOM,DUO_CARRY,4,10,10,9509,8895,85521,16511,22962,2229,112,5,0,False
1853760869,24221353,40,GOLD,BOTTOM,DUO_SUPPORT,2,3,16,8446,8805,10410,5685,12534,1432,119,21,4,False
1853760869,35734545,5,UNRANKED,JUNGLE,NONE,6,6,5,11229,9820,138677,13802,24607,7705,597,1,0,True
1853760869,58803451,89,UNRANKED,BOTTOM,DUO_SUPPORT,0,4,12,8015,7540,19137,6845,16697,1540,167,21,1,True
1853760869,24596215,86,SILVER,TOP,SOLO,3,4,5,10488,9325,100978,12950,27328,2160,285,15,2,True
1853760869,50824300,222,SILVER,BOTTOM,DUO_CARRY,7,8,4,12096,10840,159169,20475,17711,1476,214,2,1,True
1853760869,25270384,50,SILVER,MIDDLE,SOLO,11,4,3,11156,10045,83862,20014,20389,5924,252,12,1,True
1854885604,43614375,222,SILVER,BOTTOM,DUO_CARRY,0,5,6,6263,5450,58070,7502,9827,719,26,5,0,False
1854885604,64241316,92,UNRANKED,MIDDLE,SOLO,11,4,3,10648,10800,93827,12765,14553,328,115,12,0,False
1854885604,34134122,254,BRONZE,JUNGLE,NONE,3,11,4,6852,6380,63195,10191,20474,591,398,7,1,False
1854885604,49170720,37,BRONZE,BOTTOM,DUO_SUPPORT,0,5,2,5299,3895,19618,5517,10892,1962,24,9,3,False
1854885604,49325558,150,BRONZE,TOP,SOLO,1,7,2,6660,6217,80260,12440,18067,0,409,4,0,False
1854885604,49040882,104,SILVER,BOTTOM,DUO_CARRY,5,1,10,8903,7930,80871,12523,9345,918,75,6,0,True
1854885604,44083065,154,BRONZE,TOP,SOLO,10,1,3,9725,9125,100845,15887,22775,14888,505,4,0,True
1854885604,52265763,53,SILVER,BOTTOM,DUO_SUPPORT,0,4,14,6999,5900,11758,6584,12048,1436,40,23,2,True
1854885604,47551682,11,GOLD,JUNGLE,NONE,11,5,6,13138,11035,168214,12131,18279,4142,357,6,3,True
1854885604,53449501,127,BRONZE,MIDDLE,SOLO,5,4,7,8655,8885,98516,11849,10056,0,262,5,1,True
1855451370,64241316,254,UNRANKED,JUNGLE,NONE,7,6,12,14796,13105,179026,18754,36576,6402,808,11,0,True
1855451370,47182144,120,SILVER,TOP,SOLO,10,9,16,16286,15013,163467,25042,49274,15245,761,14,1,True
1855451370,48607169,67,SILVER,BOTTOM,DUO,14,7,7,17861,16760,241596,40450,32437,7361,229,3,1,True
1855451370,63482230,268,UNRANKED,MIDDLE,SOLO,8,4,10,16952,16300,230425,27821,16991,4408,280,4,0,True
1855451370,42787816,111,SILVER,BOTTOM,DUO,6,5,14,12727,11690,88338,17077,40615,7432,677,32,1,True
1855451370,47570235,32,SILVER,JUNGLE,NONE,3,9,12,13737,13390,191071,24186,49558,3886,601,9,1,False
1855451370,66242900,412,UNRANKED,BOTTOM,DUO_SUPPORT,0,11,18,9769,9755,16388,9004,26418,592,748,39,6,False
1855451370,30133377,115,SILVER,MIDDLE,SOLO,11,8,8,16319,15080,254397,35047,21437,618,709,13,0,False
1855451370,22872750,86,SILVER,TOP,SOLO,11,5,5,15707,13720,195955,37995,38513,2792,185,11,1,False
1855451370,28651369,222,GOLD,BOTTOM,DUO_CARRY,6,12,12,15858,15280,261325,26296,28232,3932,89,9,0,False
1855508519,34719918,103,SILVER,MIDDLE,SOLO,5,9,5,9265,9090,100186,19239,22873,2510,56,7,1,False
1855508519,51693289,412,SILVER,BOTTOM,DUO_SUPPORT,0,9,8,7114,6640,18156,5688,25303,2198,122,24,4,False
1855508519,25823706,102,BRONZE,TOP,SOLO,3,7,7,10088,9410,128922,16352,25488,2064,213,3,0,False
1855508519,55989271,106,SILVER,JUNGLE,NONE,4,5,4,10567,9195,132317,14127,29799,153,1313,5,4,False
1855508519,24667789,110,SILVER,BOTTOM,DUO_CARRY,3,10,5,10083,9070,121172,11337,19958,1983,122,4,0,False
1855508519,50687467,91,BRONZE,MIDDLE,SOLO,10,8,13,12126,11450,122947,24102,25784,1792,717,7,0,True
1855508519,64241316,32,UNRANKED,JUNGLE,NONE,3,1,18,11836,11540,130127,12956,23861,5549,1390,9,0,True
1855508519,23261408,44,UNRANKED,BOTTOM,DUO_SUPPORT,2,1,15,9135,8700,34647,5751,15499,6797,46,20,2,True
1855508519,43776142,22,SILVER,BOTTOM,DUO_CARRY,9,3,9,13571,13680,145025,22290,13387,2103,1913,10,1,True
1855508519,38773624,107,BRONZE,TOP,SOLO,16,2,11,16937,17025,223876,34471,27188,7325,595,7,4,True
1855577778,38773624,107,BRONZE,BOTTOM,DUO_SUPPORT,7,9,8,8301,8055,61663,14951,21611,2197,188,11,0,False
1855577778,38845634,5,SILVER,JUNGLE,NONE,5,7,6,9311,9945,102518,12426,26922,7472,496,9,2,False
1855577778,26570120,268,SILVER,MIDDLE,SOLO,7,8,7,9494,9600,71780,20387,16649,1089,86,9,0,False
1855577778,64241316,236,UNRANKED,BOTTOM,DUO_CARRY,2,8,15,9504,8715,81868,14607,21974,4611,0,10,0,False
1855577778,48436116,62,UNRANKED,TOP,SOLO,6,13,2,10039,9435,131088,16673,25325,820,38,3,0,False
1855577778,21527140,421,UNRANKED,JUNGLE,NONE,8,3,12,12452,12105,121873,12973,25099,9009,658,1,1,True
1855577778,53005448,54,UNRANKED,MIDDLE,SOLO,7,3,5,9130,8910,73658,11654,11335,414,554,6,0,True
1855577778,21237777,114,SILVER,TOP,SOLO,17,9,9,13147,12225,134987,30403,32441,3446,45,5,0,True
1855577778,46561381,53,BRONZE,BOTTOM,DUO_SUPPORT,3,8,11,8412,8275,20741,7829,19603,1852,114,20,0,True
1855577778,20603460,110,GOLD,BOTTOM,DUO_CARRY,10,5,9,11531,9928,127377,25547,18442,3106,326,6,0,True
1855711103,43628588,64,SILVER,JUNGLE,NONE,4,10,7,12204,10890,153172,13208,42396,2689,1001,14,3,False
1855711103,39898578,14,SILVER,TOP,SOLO,3,3,6,13701,12355,246454,43339,35842,10100,4680,12,0,False
1855711103,48423011,161,SILVER,MIDDLE,SOLO,3,12,6,10385,11195,125828,24626,23485,202,390,10,2,False
1855711103,56916890,61,UNRANKED,BOTTOM,DUO_SUPPORT,1,9,8,11132,11120,73983,11807,25311,140,1449,42,1,False
1855711103,44179587,18,BRONZE,BOTTOM,DUO_CARRY,11,10,4,16143,15440,214061,34465,34822,4676,230,12,0,False
1855711103,64241316,254,UNRANKED,JUNGLE,NONE,6,2,17,15018,13225,225864,23343,35824,7191,982,8,0,True
1855711103,51122057,40,BRONZE,BOTTOM,DUO_SUPPORT,0,4,23,13089,10765,39780,7845,23132,12570,244,15,5,True
1855711103,38773624,105,BRONZE,MIDDLE,SOLO,12,7,7,15195,14095,143864,26241,26601,4293,111,11,2,True
1855711103,25792648,67,SILVER,BOTTOM,DUO_CARRY,21,4,6,21169,17815,358905,54883,39457,6701,574,13,2,True
1855711103,23725406,23,BRONZE,TOP,SOLO,5,6,8,15917,14025,269914,24740,56208,13426,78,20,0,True
1855728355,32950007,42,UNRANKED,BOTTOM,DUO_CARRY,9,6,12,11959,9448,129607,31082,20360,2047,101,4,0,True
1855728355,35262522,14,SILVER,JUNGLE,NONE,5,2,11,10387,9710,109144,15727,30647,9375,1067,7,0,True
1855728355,38773624,157,BRONZE,MIDDLE,SOLO,10,10,9,13207,12730,155804,21772,23064,346,102,9,1,True
1855728355,64241316,31,UNRANKED,TOP,SOLO,5,5,8,9923,9185,113692,17001,30730,8816,427,9,0,True
1855728355,23428680,12,SILVER,BOTTOM,DUO_SUPPORT,5,3,15,9793,9065,33649,7572,25030,6757,157,28,6,True
1855728355,35640774,111,SILVER,BOTTOM,DUO_SUPPORT,0,6,13,8440,8120,50992,15293,24101,1897,483,10,1,False
1855728355,64221049,102,UNRANKED,JUNGLE,NONE,3,7,7,9403,8945,111853,13591,25552,2038,307,2,0,False
1855728355,64241376,58,UNRANKED,TOP,SOLO,7,4,9,10647,10195,128827,28949,33012,7210,55,10,0,False
1855728355,39238096,22,BRONZE,BOTTOM,DUO_CARRY,7,8,4,9539,9550,78812,17032,17558,1527,1235,8,4,False
1855728355,60723619,1,UNRANKED,MIDDLE,SOLO,9,9,6,9974,8730,92793,22903,18954,507,104,8,1,False
1855830341,30449534,58,GOLD,TOP,SOLO,8,1,7,12023,10960,154639,19414,20662,5850,41,6,0,True
1855830341,25722488,7,GOLD,MIDDLE,SOLO,9,2,5,9390,9025,50627,12378,11646,893,49,6,1,True
1855830341,48358079,16,UNRANKED,BOTTOM,DUO_SUPPORT,0,2,10,6911,6750,5369,2580,6050,15419,82,11,0,True
1855830341,20308473,102,SILVER,JUNGLE,NONE,6,4,2,11402,9655,164258,7908,19683,1673,503,5,2,True
1855830341,34762441,67,SILVER,BOTTOM,DUO_CARRY,4,3,3,9180,8065,90136,10941,18580,2220,105,9,0,True
1855830341,45832267,236,SILVER,BOTTOM,DUO_CARRY,3,6,3,7988,7565,76817,12112,13454,1632,100,2,1,False
1855830341,39265849,126,GOLD,TOP,SOLO,4,9,0,6723,5640,69546,11063,18623,298,206,5,1,False
1855830341,39936164,254,BRONZE,JUNGLE,NONE,2,0,4,6468,6245,52625,3998,9790,924,210,5,0,False
1855830341,56006961,1,GOLD,BOTTOM,DUO_SUPPORT,0,7,4,5467,5230,18192,6978,12926,831,52,20,1,False
1855830341,64241316,157,UNRANKED,MIDDLE,SOLO,3,5,1,7398,6475,97133,9712,15276,0,69,8,1,False
1846240415,64241316,254,UNRANKED,JUNGLE,NONE,13,7,10,12500,13023,103228,20547,28625,1182,484,8,0,True
1846240415,29190011,39,GOLD,TOP,SOLO,7,6,10,13984,12658,177611,20587,34155,11083,467,4,0,True
1846240415,44500309,236,SILVER,BOTTOM,DUO_CARRY,13,9,13,15433,14830,177445,32779,19954,1948,39,6,0,True
1846240415,60270251,45,UNRANKED,MIDDLE,SOLO,20,5,6,15477,14410,172114,32992,21177,1289,123,5,0,True
1846240415,50234388,117,UNRANKED,BOTTOM,DUO_SUPPORT,1,3,22,10580,9675,43940,11530,17276,60,365,28,1,True
1846240415,44170437,35,BRONZE,JUNGLE,NONE,4,6,3,9142,8625,97923,6899,29666,2276,1008,4,0,False
1846240415,34091989,150,SILVER,TOP,SOLO,6,18,6,10702,10488,128970,34090,42500,2158,472,9,1,False
1846240415,21641515,432,SILVER,BOTTOM,DUO_SUPPORT,5,7,11,10220,10195,39451,15538,24064,2799,390,9,0,False
1846240415,51763712,103,SILVER,MIDDLE,SOLO,9,13,7,12361,11045,135878,22955,25395,2290,55,5,0,False
1846240415,42761015,222,SILVER,BOTTOM,DUO_CARRY,5,10,6,10741,9045,131876,14983,25447,2131,62,7,0,False
