@RELATION lol_match_complex

@ATTRIBUTE match_creation NUMERIC
@ATTRIBUTE top_overall_botGamesPlayed NUMERIC
@ATTRIBUTE top_overall_killingSpree NUMERIC
@ATTRIBUTE top_overall_maxChampionsKilled NUMERIC
@ATTRIBUTE top_overall_maxLargestCriticalStrike NUMERIC
@ATTRIBUTE top_overall_maxLargestKillingSpree NUMERIC
@ATTRIBUTE top_overall_maxNumDeaths NUMERIC
@ATTRIBUTE top_overall_maxTimePlayed NUMERIC
@ATTRIBUTE top_overall_maxTimeSpentLiving NUMERIC
@ATTRIBUTE top_overall_mostChampionKillsPerSession NUMERIC
@ATTRIBUTE top_overall_mostSpellsCast NUMERIC
@ATTRIBUTE top_overall_normalGamesPlayed NUMERIC
@ATTRIBUTE top_overall_rankedPremadeGamesPlayed NUMERIC
@ATTRIBUTE top_overall_rankedSoloGamesPlayed NUMERIC
@ATTRIBUTE top_overall_totalAssists NUMERIC
@ATTRIBUTE top_overall_totalChampionKills NUMERIC
@ATTRIBUTE top_overall_totalDamageDealt NUMERIC
@ATTRIBUTE top_overall_totalDamageTaken NUMERIC
@ATTRIBUTE top_overall_totalDeathsPerSession NUMERIC
@ATTRIBUTE top_overall_totalDoubleKills NUMERIC
@ATTRIBUTE top_overall_totalFirstBlood NUMERIC
@ATTRIBUTE top_overall_totalGoldEarned NUMERIC
@ATTRIBUTE top_overall_totalHeal NUMERIC
@ATTRIBUTE top_overall_totalMagicDamageDealt NUMERIC
@ATTRIBUTE top_overall_totalMinionKills NUMERIC
@ATTRIBUTE top_overall_totalNeutralMinionsKilled NUMERIC
@ATTRIBUTE top_overall_totalPentaKills NUMERIC
@ATTRIBUTE top_overall_totalPhysicalDamageDealt NUMERIC
@ATTRIBUTE top_overall_totalQuadraKills NUMERIC
@ATTRIBUTE top_overall_totalSessionsLost NUMERIC
@ATTRIBUTE top_overall_totalSessionsPlayed NUMERIC
@ATTRIBUTE top_overall_totalSessionsWon NUMERIC
@ATTRIBUTE top_overall_totalTripleKills NUMERIC
@ATTRIBUTE top_overall_totalTurretsKilled NUMERIC
@ATTRIBUTE top_overall_totalUnrealKills NUMERIC
@ATTRIBUTE top_champion_maxChampionsKilled NUMERIC
@ATTRIBUTE top_champion_maxNumDeaths NUMERIC
@ATTRIBUTE top_champion_mostChampionKillsPerSession NUMERIC
@ATTRIBUTE top_champion_mostSpellsCast NUMERIC
@ATTRIBUTE top_champion_totalAssists NUMERIC
@ATTRIBUTE top_champion_totalChampionKills NUMERIC
@ATTRIBUTE top_champion_totalDamageDealt NUMERIC
@ATTRIBUTE top_champion_totalDamageTaken NUMERIC
@ATTRIBUTE top_champion_totalDeathsPerSession NUMERIC
@ATTRIBUTE top_champion_totalDoubleKills NUMERIC
@ATTRIBUTE top_champion_totalFirstBlood NUMERIC
@ATTRIBUTE top_champion_totalGoldEarned NUMERIC
@ATTRIBUTE top_champion_totalMagicDamageDealt NUMERIC
@ATTRIBUTE top_champion_totalMinionKills NUMERIC
@ATTRIBUTE top_champion_totalPentaKills NUMERIC
@ATTRIBUTE top_champion_totalPhysicalDamageDealt NUMERIC
@ATTRIBUTE top_champion_totalQuadraKills NUMERIC
@ATTRIBUTE top_champion_totalSessionsLost NUMERIC
@ATTRIBUTE top_champion_totalSessionsPlayed NUMERIC
@ATTRIBUTE top_champion_totalSessionsWon NUMERIC
@ATTRIBUTE top_champion_totalTripleKills NUMERIC
@ATTRIBUTE top_champion_totalTurretsKilled NUMERIC
@ATTRIBUTE top_champion_totalUnrealKills NUMERIC
@ATTRIBUTE jungle_overall_botGamesPlayed NUMERIC
@ATTRIBUTE jungle_overall_killingSpree NUMERIC
@ATTRIBUTE jungle_overall_maxChampionsKilled NUMERIC
@ATTRIBUTE jungle_overall_maxLargestCriticalStrike NUMERIC
@ATTRIBUTE jungle_overall_maxLargestKillingSpree NUMERIC
@ATTRIBUTE jungle_overall_maxNumDeaths NUMERIC
@ATTRIBUTE jungle_overall_maxTimePlayed NUMERIC
@ATTRIBUTE jungle_overall_maxTimeSpentLiving NUMERIC
@ATTRIBUTE jungle_overall_mostChampionKillsPerSession NUMERIC
@ATTRIBUTE jungle_overall_mostSpellsCast NUMERIC
@ATTRIBUTE jungle_overall_normalGamesPlayed NUMERIC
@ATTRIBUTE jungle_overall_rankedPremadeGamesPlayed NUMERIC
@ATTRIBUTE jungle_overall_rankedSoloGamesPlayed NUMERIC
@ATTRIBUTE jungle_overall_totalAssists NUMERIC
@ATTRIBUTE jungle_overall_totalChampionKills NUMERIC
@ATTRIBUTE jungle_overall_totalDamageDealt NUMERIC
@ATTRIBUTE jungle_overall_totalDamageTaken NUMERIC
@ATTRIBUTE jungle_overall_totalDeathsPerSession NUMERIC
@ATTRIBUTE jungle_overall_totalDoubleKills NUMERIC
@ATTRIBUTE jungle_overall_totalFirstBlood NUMERIC
@ATTRIBUTE jungle_overall_totalGoldEarned NUMERIC
@ATTRIBUTE jungle_overall_totalHeal NUMERIC
@ATTRIBUTE jungle_overall_totalMagicDamageDealt NUMERIC
@ATTRIBUTE jungle_overall_totalMinionKills NUMERIC
@ATTRIBUTE jungle_overall_totalNeutralMinionsKilled NUMERIC
@ATTRIBUTE jungle_overall_totalPentaKills NUMERIC
@ATTRIBUTE jungle_overall_totalPhysicalDamageDealt NUMERIC
@ATTRIBUTE jungle_overall_totalQuadraKills NUMERIC
@ATTRIBUTE jungle_overall_totalSessionsLost NUMERIC
@ATTRIBUTE jungle_overall_totalSessionsPlayed NUMERIC
@ATTRIBUTE jungle_overall_totalSessionsWon NUMERIC
@ATTRIBUTE jungle_overall_totalTripleKills NUMERIC
@ATTRIBUTE jungle_overall_totalTurretsKilled NUMERIC
@ATTRIBUTE jungle_overall_totalUnrealKills NUMERIC
@ATTRIBUTE jungle_champion_maxChampionsKilled NUMERIC
@ATTRIBUTE jungle_champion_maxNumDeaths NUMERIC
@ATTRIBUTE jungle_champion_mostChampionKillsPerSession NUMERIC
@ATTRIBUTE jungle_champion_mostSpellsCast NUMERIC
@ATTRIBUTE jungle_champion_totalAssists NUMERIC
@ATTRIBUTE jungle_champion_totalChampionKills NUMERIC
@ATTRIBUTE jungle_champion_totalDamageDealt NUMERIC
@ATTRIBUTE jungle_champion_totalDamageTaken NUMERIC
@ATTRIBUTE jungle_champion_totalDeathsPerSession NUMERIC
@ATTRIBUTE jungle_champion_totalDoubleKills NUMERIC
@ATTRIBUTE jungle_champion_totalFirstBlood NUMERIC
@ATTRIBUTE jungle_champion_totalGoldEarned NUMERIC
@ATTRIBUTE jungle_champion_totalMagicDamageDealt NUMERIC
@ATTRIBUTE jungle_champion_totalMinionKills NUMERIC
@ATTRIBUTE jungle_champion_totalPentaKills NUMERIC
@ATTRIBUTE jungle_champion_totalPhysicalDamageDealt NUMERIC
@ATTRIBUTE jungle_champion_totalQuadraKills NUMERIC
@ATTRIBUTE jungle_champion_totalSessionsLost NUMERIC
@ATTRIBUTE jungle_champion_totalSessionsPlayed NUMERIC
@ATTRIBUTE jungle_champion_totalSessionsWon NUMERIC
@ATTRIBUTE jungle_champion_totalTripleKills NUMERIC
@ATTRIBUTE jungle_champion_totalTurretsKilled NUMERIC
@ATTRIBUTE jungle_champion_totalUnrealKills NUMERIC
@ATTRIBUTE mid_overall_botGamesPlayed NUMERIC
@ATTRIBUTE mid_overall_killingSpree NUMERIC
@ATTRIBUTE mid_overall_maxChampionsKilled NUMERIC
@ATTRIBUTE mid_overall_maxLargestCriticalStrike NUMERIC
@ATTRIBUTE mid_overall_maxLargestKillingSpree NUMERIC
@ATTRIBUTE mid_overall_maxNumDeaths NUMERIC
@ATTRIBUTE mid_overall_maxTimePlayed NUMERIC
@ATTRIBUTE mid_overall_maxTimeSpentLiving NUMERIC
@ATTRIBUTE mid_overall_mostChampionKillsPerSession NUMERIC
@ATTRIBUTE mid_overall_mostSpellsCast NUMERIC
@ATTRIBUTE mid_overall_normalGamesPlayed NUMERIC
@ATTRIBUTE mid_overall_rankedPremadeGamesPlayed NUMERIC
@ATTRIBUTE mid_overall_rankedSoloGamesPlayed NUMERIC
@ATTRIBUTE mid_overall_totalAssists NUMERIC
@ATTRIBUTE mid_overall_totalChampionKills NUMERIC
@ATTRIBUTE mid_overall_totalDamageDealt NUMERIC
@ATTRIBUTE mid_overall_totalDamageTaken NUMERIC
@ATTRIBUTE mid_overall_totalDeathsPerSession NUMERIC
@ATTRIBUTE mid_overall_totalDoubleKills NUMERIC
@ATTRIBUTE mid_overall_totalFirstBlood NUMERIC
@ATTRIBUTE mid_overall_totalGoldEarned NUMERIC
@ATTRIBUTE mid_overall_totalHeal NUMERIC
@ATTRIBUTE mid_overall_totalMagicDamageDealt NUMERIC
@ATTRIBUTE mid_overall_totalMinionKills NUMERIC
@ATTRIBUTE mid_overall_totalNeutralMinionsKilled NUMERIC
@ATTRIBUTE mid_overall_totalPentaKills NUMERIC
@ATTRIBUTE mid_overall_totalPhysicalDamageDealt NUMERIC
@ATTRIBUTE mid_overall_totalQuadraKills NUMERIC
@ATTRIBUTE mid_overall_totalSessionsLost NUMERIC
@ATTRIBUTE mid_overall_totalSessionsPlayed NUMERIC
@ATTRIBUTE mid_overall_totalSessionsWon NUMERIC
@ATTRIBUTE mid_overall_totalTripleKills NUMERIC
@ATTRIBUTE mid_overall_totalTurretsKilled NUMERIC
@ATTRIBUTE mid_overall_totalUnrealKills NUMERIC
@ATTRIBUTE mid_champion_maxChampionsKilled NUMERIC
@ATTRIBUTE mid_champion_maxNumDeaths NUMERIC
@ATTRIBUTE mid_champion_mostChampionKillsPerSession NUMERIC
@ATTRIBUTE mid_champion_mostSpellsCast NUMERIC
@ATTRIBUTE mid_champion_totalAssists NUMERIC
@ATTRIBUTE mid_champion_totalChampionKills NUMERIC
@ATTRIBUTE mid_champion_totalDamageDealt NUMERIC
@ATTRIBUTE mid_champion_totalDamageTaken NUMERIC
@ATTRIBUTE mid_champion_totalDeathsPerSession NUMERIC
@ATTRIBUTE mid_champion_totalDoubleKills NUMERIC
@ATTRIBUTE mid_champion_totalFirstBlood NUMERIC
@ATTRIBUTE mid_champion_totalGoldEarned NUMERIC
@ATTRIBUTE mid_champion_totalMagicDamageDealt NUMERIC
@ATTRIBUTE mid_champion_totalMinionKills NUMERIC
@ATTRIBUTE mid_champion_totalPentaKills NUMERIC
@ATTRIBUTE mid_champion_totalPhysicalDamageDealt NUMERIC
@ATTRIBUTE mid_champion_totalQuadraKills NUMERIC
@ATTRIBUTE mid_champion_totalSessionsLost NUMERIC
@ATTRIBUTE mid_champion_totalSessionsPlayed NUMERIC
@ATTRIBUTE mid_champion_totalSessionsWon NUMERIC
@ATTRIBUTE mid_champion_totalTripleKills NUMERIC
@ATTRIBUTE mid_champion_totalTurretsKilled NUMERIC
@ATTRIBUTE mid_champion_totalUnrealKills NUMERIC
@ATTRIBUTE adc_overall_botGamesPlayed NUMERIC
@ATTRIBUTE adc_overall_killingSpree NUMERIC
@ATTRIBUTE adc_overall_maxChampionsKilled NUMERIC
@ATTRIBUTE adc_overall_maxLargestCriticalStrike NUMERIC
@ATTRIBUTE adc_overall_maxLargestKillingSpree NUMERIC
@ATTRIBUTE adc_overall_maxNumDeaths NUMERIC
@ATTRIBUTE adc_overall_maxTimePlayed NUMERIC
@ATTRIBUTE adc_overall_maxTimeSpentLiving NUMERIC
@ATTRIBUTE adc_overall_mostChampionKillsPerSession NUMERIC
@ATTRIBUTE adc_overall_mostSpellsCast NUMERIC
@ATTRIBUTE adc_overall_normalGamesPlayed NUMERIC
@ATTRIBUTE adc_overall_rankedPremadeGamesPlayed NUMERIC
@ATTRIBUTE adc_overall_rankedSoloGamesPlayed NUMERIC
@ATTRIBUTE adc_overall_totalAssists NUMERIC
@ATTRIBUTE adc_overall_totalChampionKills NUMERIC
@ATTRIBUTE adc_overall_totalDamageDealt NUMERIC
@ATTRIBUTE adc_overall_totalDamageTaken NUMERIC
@ATTRIBUTE adc_overall_totalDeathsPerSession NUMERIC
@ATTRIBUTE adc_overall_totalDoubleKills NUMERIC
@ATTRIBUTE adc_overall_totalFirstBlood NUMERIC
@ATTRIBUTE adc_overall_totalGoldEarned NUMERIC
@ATTRIBUTE adc_overall_totalHeal NUMERIC
@ATTRIBUTE adc_overall_totalMagicDamageDealt NUMERIC
@ATTRIBUTE adc_overall_totalMinionKills NUMERIC
@ATTRIBUTE adc_overall_totalNeutralMinionsKilled NUMERIC
@ATTRIBUTE adc_overall_totalPentaKills NUMERIC
@ATTRIBUTE adc_overall_totalPhysicalDamageDealt NUMERIC
@ATTRIBUTE adc_overall_totalQuadraKills NUMERIC
@ATTRIBUTE adc_overall_totalSessionsLost NUMERIC
@ATTRIBUTE adc_overall_totalSessionsPlayed NUMERIC
@ATTRIBUTE adc_overall_totalSessionsWon NUMERIC
@ATTRIBUTE adc_overall_totalTripleKills NUMERIC
@ATTRIBUTE adc_overall_totalTurretsKilled NUMERIC
@ATTRIBUTE adc_overall_totalUnrealKills NUMERIC
@ATTRIBUTE adc_champion_maxChampionsKilled NUMERIC
@ATTRIBUTE adc_champion_maxNumDeaths NUMERIC
@ATTRIBUTE adc_champion_mostChampionKillsPerSession NUMERIC
@ATTRIBUTE adc_champion_mostSpellsCast NUMERIC
@ATTRIBUTE adc_champion_totalAssists NUMERIC
@ATTRIBUTE adc_champion_totalChampionKills NUMERIC
@ATTRIBUTE adc_champion_totalDamageDealt NUMERIC
@ATTRIBUTE adc_champion_totalDamageTaken NUMERIC
@ATTRIBUTE adc_champion_totalDeathsPerSession NUMERIC
@ATTRIBUTE adc_champion_totalDoubleKills NUMERIC
@ATTRIBUTE adc_champion_totalFirstBlood NUMERIC
@ATTRIBUTE adc_champion_totalGoldEarned NUMERIC
@ATTRIBUTE adc_champion_totalMagicDamageDealt NUMERIC
@ATTRIBUTE adc_champion_totalMinionKills NUMERIC
@ATTRIBUTE adc_champion_totalPentaKills NUMERIC
@ATTRIBUTE adc_champion_totalPhysicalDamageDealt NUMERIC
@ATTRIBUTE adc_champion_totalQuadraKills NUMERIC
@ATTRIBUTE adc_champion_totalSessionsLost NUMERIC
@ATTRIBUTE adc_champion_totalSessionsPlayed NUMERIC
@ATTRIBUTE adc_champion_totalSessionsWon NUMERIC
@ATTRIBUTE adc_champion_totalTripleKills NUMERIC
@ATTRIBUTE adc_champion_totalTurretsKilled NUMERIC
@ATTRIBUTE adc_champion_totalUnrealKills NUMERIC
@ATTRIBUTE support_overall_botGamesPlayed NUMERIC
@ATTRIBUTE support_overall_killingSpree NUMERIC
@ATTRIBUTE support_overall_maxChampionsKilled NUMERIC
@ATTRIBUTE support_overall_maxLargestCriticalStrike NUMERIC
@ATTRIBUTE support_overall_maxLargestKillingSpree NUMERIC
@ATTRIBUTE support_overall_maxNumDeaths NUMERIC
@ATTRIBUTE support_overall_maxTimePlayed NUMERIC
@ATTRIBUTE support_overall_maxTimeSpentLiving NUMERIC
@ATTRIBUTE support_overall_mostChampionKillsPerSession NUMERIC
@ATTRIBUTE support_overall_mostSpellsCast NUMERIC
@ATTRIBUTE support_overall_normalGamesPlayed NUMERIC
@ATTRIBUTE support_overall_rankedPremadeGamesPlayed NUMERIC
@ATTRIBUTE support_overall_rankedSoloGamesPlayed NUMERIC
@ATTRIBUTE support_overall_totalAssists NUMERIC
@ATTRIBUTE support_overall_totalChampionKills NUMERIC
@ATTRIBUTE support_overall_totalDamageDealt NUMERIC
@ATTRIBUTE support_overall_totalDamageTaken NUMERIC
@ATTRIBUTE support_overall_totalDeathsPerSession NUMERIC
@ATTRIBUTE support_overall_totalDoubleKills NUMERIC
@ATTRIBUTE support_overall_totalFirstBlood NUMERIC
@ATTRIBUTE support_overall_totalGoldEarned NUMERIC
@ATTRIBUTE support_overall_totalHeal NUMERIC
@ATTRIBUTE support_overall_totalMagicDamageDealt NUMERIC
@ATTRIBUTE support_overall_totalMinionKills NUMERIC
@ATTRIBUTE support_overall_totalNeutralMinionsKilled NUMERIC
@ATTRIBUTE support_overall_totalPentaKills NUMERIC
@ATTRIBUTE support_overall_totalPhysicalDamageDealt NUMERIC
@ATTRIBUTE support_overall_totalQuadraKills NUMERIC
@ATTRIBUTE support_overall_totalSessionsLost NUMERIC
@ATTRIBUTE support_overall_totalSessionsPlayed NUMERIC
@ATTRIBUTE support_overall_totalSessionsWon NUMERIC
@ATTRIBUTE support_overall_totalTripleKills NUMERIC
@ATTRIBUTE support_overall_totalTurretsKilled NUMERIC
@ATTRIBUTE support_overall_totalUnrealKills NUMERIC
@ATTRIBUTE support_champion_maxChampionsKilled NUMERIC
@ATTRIBUTE support_champion_maxNumDeaths NUMERIC
@ATTRIBUTE support_champion_mostChampionKillsPerSession NUMERIC
@ATTRIBUTE support_champion_mostSpellsCast NUMERIC
@ATTRIBUTE support_champion_totalAssists NUMERIC
@ATTRIBUTE support_champion_totalChampionKills NUMERIC
@ATTRIBUTE support_champion_totalDamageDealt NUMERIC
@ATTRIBUTE support_champion_totalDamageTaken NUMERIC
@ATTRIBUTE support_champion_totalDeathsPerSession NUMERIC
@ATTRIBUTE support_champion_totalDoubleKills NUMERIC
@ATTRIBUTE support_champion_totalFirstBlood NUMERIC
@ATTRIBUTE support_champion_totalGoldEarned NUMERIC
@ATTRIBUTE support_champion_totalMagicDamageDealt NUMERIC
@ATTRIBUTE support_champion_totalMinionKills NUMERIC
@ATTRIBUTE support_champion_totalPentaKills NUMERIC
@ATTRIBUTE support_champion_totalPhysicalDamageDealt NUMERIC
@ATTRIBUTE support_champion_totalQuadraKills NUMERIC
@ATTRIBUTE support_champion_totalSessionsLost NUMERIC
@ATTRIBUTE support_champion_totalSessionsPlayed NUMERIC
@ATTRIBUTE support_champion_totalSessionsWon NUMERIC
@ATTRIBUTE support_champion_totalTripleKills NUMERIC
@ATTRIBUTE support_champion_totalTurretsKilled NUMERIC
@ATTRIBUTE support_champion_totalUnrealKills NUMERIC
@ATTRIBUTE victory {WIN,LOSS}

@DATA
1433469044747,0,975,22,1755,8,17,4575,1777,22,0,0,0,0,7239,2477,45309229,12454785,3750,194,0,6021042,2288827,24349321,51051,4069,0,20441107,2,269,555,286,20,348,0,7,5,7,0,168,34,636665,276266,32,1,0,102594,359307,1169,0,274552,0,2,9,7,0,11,0,0,106,20,1164,13,10,3395,2457,20,0,0,0,0,253,200,3329697,461664,131,16,0,330591,51087,1273605,4161,54,0,2007023,0,17,30,13,4,24,0,15,4,15,0,31,27,400591,35305,7,4,0,31660,321999,435,0,52643,0,0,2,2,2,2,0,0,338,17,2270,12,16,3368,1927,17,0,0,0,0,1753,712,17728305,3635005,848,60,0,1799249,789062,4610208,15321,3424,0,12085219,3,73,156,83,12,167,0,8,7,8,0,102,44,1470721,359894,45,1,0,122714,751665,499,0,589642,0,4,10,6,1,9,0,0,1067,24,1404,14,12,3174,1968,24,0,0,0,0,3107,2273,37472570,6981617,1865,233,0,3830331,1065805,8735404,46110,3134,0,28111386,4,178,352,174,43,486,0,22,12,22,0,421,504,7484642,973773,283,54,0,670573,1694593,9218,0,5760042,1,27,55,28,10,129,0,0,380,27,1575,13,15,3422,1992,27,0,0,0,0,2554,892,15219453,5310426,1175,84,0,2013279,710304,9199012,15048,2005,1,5150202,4,99,193,94,18,84,0,5,12,5,0,1013,94,1279458,1566649,390,2,0,537994,852114,1677,0,401359,0,35,63,28,0,12,0,WIN
1433469044747,0,1523,25,1769,12,18,4014,2379,25,0,0,0,0,6478,3769,74823283,17421368,4934,337,0,7391662,2967909,39671279,72823,9325,1,32522329,6,315,643,328,49,483,0,13,16,13,0,41,52,1079344,213554,58,3,0,91609,922515,1493,0,154148,0,3,8,5,1,7,0,0,2070,28,2108,14,18,3650,2393,28,0,0,0,0,5625,4981,92239149,15693911,4332,524,0,7921628,1907663,56616871,102221,10607,2,32589923,13,301,623,322,90,376,0,25,16,25,0,977,1129,18893128,2250274,766,150,0,1528250,17198975,22782,1,1596160,4,44,109,65,32,103,0,0,321,21,1609,14,15,3342,1804,21,0,0,0,0,1120,768,20356266,3326344,784,83,0,1566318,628045,7105103,18937,3486,0,11996287,2,64,125,61,11,121,0,10,8,10,0,115,58,1700066,382084,50,2,0,127355,621730,709,0,807899,0,5,10,5,1,2,0,0,511,29,1482,9,20,3721,1390,29,0,0,0,0,1927,1263,21896879,5062891,1490,128,0,2179702,577259,6772436,23278,1489,0,14511805,5,86,183,97,25,198,0,3,13,3,0,35,4,58632,48960,20,0,0,18862,43967,30,0,14663,0,1,2,1,0,1,0,0,491,25,2212,11,19,3721,1737,25,0,0,0,0,1346,1184,19032569,3611015,971,144,0,1758346,470677,8079927,20960,1788,2,10380160,3,63,143,80,16,132,0,23,12,23,0,61,67,1106862,161189,56,6,0,95786,14392,1306,0,1084476,0,4,7,3,2,7,0,LOSS
1433471955681,0,486,22,2072,14,16,3188,2118,22,0,0,0,0,1535,1083,24774905,4096588,1059,126,0,2124651,557876,5504828,25334,2877,0,18215664,3,91,183,92,20,206,0,10,3,10,0,6,10,283520,51988,5,1,0,21503,54915,364,0,228602,0,1,2,1,0,3,0,0,1165,26,1865,16,19,3487,1556,26,0,0,0,0,3196,2994,51540645,9971800,2876,313,0,4480000,1345627,14429852,48234,7196,1,35673381,9,184,355,171,39,415,0,13,15,13,0,25,36,543057,90007,45,2,0,49034,470694,572,0,67855,0,3,4,1,0,3,0,0,82,17,1117,8,18,3304,1317,17,0,0,0,0,308,232,6292163,1327135,348,24,0,482009,92112,692910,2712,2297,0,5212077,0,27,40,13,5,25,0,17,15,17,0,257,220,5937922,1162125,295,24,0,424236,545443,2410,0,5009223,0,23,34,11,5,22,0,0,380,27,1575,13,15,3422,1992,27,0,0,0,0,2554,892,15219453,5310426,1175,84,0,2013279,710304,9199012,15048,2005,1,5150202,4,99,193,94,18,84,0,5,12,5,0,1013,94,1279458,1566649,390,2,0,537994,852114,1677,0,401359,0,35,63,28,0,12,0,0,1067,24,1404,14,12,3174,1968,24,0,0,0,0,3107,2273,37472570,6981617,1865,233,0,3830331,1065805,8735404,46110,3134,0,28111386,4,178,352,174,43,486,0,22,12,22,0,421,504,7484642,973773,283,54,0,670573,1694593,9218,0,5760042,1,27,55,28,10,129,0,WIN
1433471955681,0,232,21,1481,12,12,3350,1974,21,0,0,0,0,608,504,11896106,1825736,451,56,0,954218,209085,1564351,14341,967,0,10018267,0,34,73,39,7,116,0,6,10,6,0,1,6,148685,37771,10,0,0,11958,12487,205,0,135553,0,1,1,0,0,1,0,0,1169,23,1095,16,17,3528,1881,23,0,0,0,0,4928,2488,36344639,9239850,2377,179,0,4656453,1253791,27836005,41332,3426,0,7423499,2,205,423,218,20,197,0,23,17,23,0,1895,1728,24466968,3805170,1240,144,0,2500086,21288705,29607,0,2985592,2,92,207,115,20,118,0,0,954,26,1913,10,20,3668,1512,26,0,0,0,0,3350,2631,55274426,11912446,3161,252,0,4722275,1479971,18064776,54985,6722,0,35074750,1,198,380,182,36,514,0,3,10,3,0,6,3,180946,34939,10,0,0,11816,8158,54,0,159127,0,1,1,0,0,1,0,0,742,19,2399,13,15,3209,2019,19,0,0,0,0,2396,1587,42263372,6480245,1719,151,0,3348859,791881,7354684,44709,3583,0,33996558,1,144,289,145,19,415,0,19,14,19,0,1081,780,21337363,2486343,784,81,0,1560721,328554,24316,0,20954710,0,56,128,72,10,250,0,0,366,26,1738,12,14,3586,2201,26,0,0,0,0,2307,769,19696023,4574812,896,55,0,2179557,764881,6727880,16677,3902,0,12099467,0,110,203,93,7,131,0,3,10,3,0,128,7,200261,137497,42,0,0,81585,139865,128,0,58727,0,4,9,5,0,1,0,LOSS
1433475583382,0,1361,23,2042,18,15,4158,2380,23,0,0,0,0,3393,2612,64941527,9788423,2057,251,0,5137002,1396131,21319481,61265,11109,2,40115209,6,204,406,202,36,610,0,15,7,15,0,154,148,4763242,829544,95,14,0,336434,854199,5833,0,3898342,2,8,28,20,4,73,0,0,2915,28,2483,21,17,4318,2134,28,0,0,0,0,8653,6985,136316740,28073802,6847,682,0,11649375,4588632,60821563,127157,17794,2,68796620,10,455,926,471,92,1080,0,23,10,23,0,99,105,1988916,191685,72,12,0,158019,1807582,2146,0,170876,0,5,13,8,0,5,0,0,2439,22,2109,15,20,4361,2992,22,0,0,0,0,10453,5679,133599584,27796387,7063,509,0,11683902,4402399,44973430,117055,27272,2,81881606,6,483,984,501,67,812,0,14,16,14,0,118,133,2417811,494005,117,5,0,205825,979327,1166,0,1246031,0,8,18,10,1,17,0,0,2466,24,1972,14,17,4146,2376,24,0,0,0,0,6821,5694,111642498,21178029,5083,560,0,9375221,2871780,31630950,83920,28935,2,73547428,10,358,757,399,81,830,0,19,14,19,0,363,340,7035515,972276,294,34,0,575161,155088,8898,0,6856001,0,24,43,19,5,78,0,0,1277,29,1970,16,19,4318,2054,29,0,0,0,0,4357,2972,53692110,11129482,3058,305,0,5448464,1979923,20635485,61833,4091,2,31236589,6,234,451,217,33,469,0,6,9,6,0,173,24,267449,194166,53,3,0,109939,205170,151,0,62023,0,4,11,7,0,2,0,WIN
1433475583382,0,1735,23,1744,17,17,4038,1970,23,0,0,0,0,4550,3859,73283510,16045971,3746,368,0,6608285,4317097,44616637,81040,7532,0,27671969,6,289,558,269,57,624,0,9,9,9,0,66,20,511133,206988,41,0,0,60393,317622,583,0,173518,0,4,6,2,0,5,0,0,1589,27,1921,13,17,3863,1804,27,0,0,0,0,5040,3663,71715787,12982695,3746,367,0,6568510,1800164,29320228,79149,7931,0,40670588,4,277,554,277,47,586,0,19,14,19,0,83,97,1627323,265909,102,9,0,147641,1449688,2195,0,168574,0,8,13,5,0,7,0,0,1192,27,1536,14,20,3580,1423,27,0,0,0,0,3085,3352,56125926,10903083,3242,351,0,4757630,1142349,24706891,42246,12203,1,29359157,10,192,371,179,61,461,0,22,14,22,0,290,426,9350693,1413367,292,52,0,643380,5200794,2955,0,3630749,1,19,45,26,9,72,0,0,1067,24,1404,14,12,3174,1968,24,0,0,0,0,3107,2273,37472570,6981617,1865,233,0,3830331,1065805,8735404,46110,3134,0,28111386,4,178,352,174,43,486,0,22,12,22,0,421,504,7484642,973773,283,54,0,670573,1694593,9218,0,5760042,1,27,55,28,10,129,0,0,380,27,1575,13,15,3422,1992,27,0,0,0,0,2554,892,15219453,5310426,1175,84,0,2013279,710304,9199012,15048,2005,1,5150202,4,99,193,94,18,84,0,5,12,5,0,1013,94,1279458,1566649,390,2,0,537994,852114,1677,0,401359,0,35,63,28,0,12,0,LOSS
