@RELATION lol_synergy

@ATTRIBUTE champion1 {MonkeyKing,Jax,Shaco,Warwick,Nidalee,Zyra,Brand,Rammus,Corki,Braum,Anivia,Tryndamere,MissFortune,Blitzcrank,Yorick,Xerath,Sivir,Riven,Orianna,Gangplank,Malphite,Poppy,Karthus,Jayce,Nunu,Trundle,Sejuani,Graves,Morgana,Gnar,Lux,Shyvana,Renekton,Fiora,Jinx,Kalista,Fizz,Kassadin,Sona,Irelia,Viktor,Cassiopeia,Maokai,Thresh,Kayle,Hecarim,Khazix,Olaf,Ziggs,Syndra,DrMundo,Karma,Annie,Akali,Leona,Yasuo,Kennen,Rengar,Ryze,Shen,Zac,Pantheon,Swain,Bard,Sion,Vayne,Nasus,TwistedFate,Chogath,Udyr,Lucian,Volibear,Caitlyn,Darius,Nocturne,Zilean,Azir,Rumble,Skarner,Teemo,Urgot,Amumu,Galio,Heimerdinger,Ashe,Velkoz,Singed,Varus,Twitch,Garen,Diana,MasterYi,Elise,Alistar,Katarina,Ekko,Mordekaiser,KogMaw,Aatrox,Draven,FiddleSticks,Talon,XinZhao,LeeSin,Taric,Malzahar,Lissandra,Tristana,RekSai,Vladimir,JarvanIV,Nami,Soraka,Veigar,Janna,Nautilus,Evelynn,Gragas,Zed,Vi,Lulu,Ahri,Quinn,Leblanc,Ezreal}
@ATTRIBUTE champion2 {MonkeyKing,Jax,Shaco,Warwick,Nidalee,Zyra,Brand,Rammus,Corki,Braum,Anivia,Tryndamere,MissFortune,Blitzcrank,Yorick,Xerath,Sivir,Riven,Orianna,Gangplank,Malphite,Poppy,Karthus,Jayce,Nunu,Trundle,Sejuani,Graves,Morgana,Gnar,Lux,Shyvana,Renekton,Fiora,Jinx,Kalista,Fizz,Kassadin,Sona,Irelia,Viktor,Cassiopeia,Maokai,Thresh,Kayle,Hecarim,Khazix,Olaf,Ziggs,Syndra,DrMundo,Karma,Annie,Akali,Leona,Yasuo,Kennen,Rengar,Ryze,Shen,Zac,Pantheon,Swain,Bard,Sion,Vayne,Nasus,TwistedFate,Chogath,Udyr,Lucian,Volibear,Caitlyn,Darius,Nocturne,Zilean,Azir,Rumble,Skarner,Teemo,Urgot,Amumu,Galio,Heimerdinger,Ashe,Velkoz,Singed,Varus,Twitch,Garen,Diana,MasterYi,Elise,Alistar,Katarina,Ekko,Mordekaiser,KogMaw,Aatrox,Draven,FiddleSticks,Talon,XinZhao,LeeSin,Taric,Malzahar,Lissandra,Tristana,RekSai,Vladimir,JarvanIV,Nami,Soraka,Veigar,Janna,Nautilus,Evelynn,Gragas,Zed,Vi,Lulu,Ahri,Quinn,Leblanc,Ezreal}
@ATTRIBUTE victory {WIN,LOSS}

@DATA
KogMaw,Tristana,LOSS
KogMaw,Leona,LOSS
Tristana,Malphite,LOSS
Tristana,Sejuani,LOSS
Tristana,KogMaw,LOSS
Tristana,Leona,LOSS
Leona,Malphite,LOSS
Leona,Sejuani,LOSS
Leona,KogMaw,LOSS
Leona,Tristana,LOSS
Chogath,Vi,WIN
Chogath,Irelia,WIN
Chogath,Ashe,WIN
Chogath,Lulu,WIN
Vi,Chogath,WIN
Vi,Irelia,WIN
Vi,Ashe,WIN
Vi,Lulu,WIN
Irelia,Chogath,WIN
Irelia,Vi,WIN
Irelia,Ashe,WIN
Irelia,Lulu,WIN
Ashe,Chogath,WIN
Ashe,Vi,WIN
Ashe,Irelia,WIN
Ashe,Lulu,WIN
Lulu,Chogath,WIN
Lulu,Vi,WIN
Lulu,Irelia,WIN
Lulu,Ashe,WIN
Olaf,Shyvana,LOSS
Olaf,Yasuo,LOSS
Olaf,Graves,LOSS
Olaf,Morgana,LOSS
Shyvana,Olaf,LOSS
Shyvana,Yasuo,LOSS
Shyvana,Graves,LOSS
Shyvana,Morgana,LOSS
Yasuo,Olaf,LOSS
Yasuo,Shyvana,LOSS
Yasuo,Graves,LOSS
Yasuo,Morgana,LOSS
Graves,Olaf,LOSS
Graves,Shyvana,LOSS
Graves,Yasuo,LOSS
Graves,Morgana,LOSS
Morgana,Olaf,LOSS
Morgana,Shyvana,LOSS
Morgana,Yasuo,LOSS
Morgana,Graves,LOSS
Garen,Udyr,WIN
Garen,Zyra,WIN
Garen,Vayne,WIN
Garen,Thresh,WIN
Udyr,Garen,WIN
Udyr,Zyra,WIN
Udyr,Vayne,WIN
Udyr,Thresh,WIN
Zyra,Garen,WIN
Zyra,Udyr,WIN
Zyra,Vayne,WIN
Zyra,Thresh,WIN
Vayne,Garen,WIN
Vayne,Udyr,WIN
Vayne,Zyra,WIN
Vayne,Thresh,WIN
Thresh,Garen,WIN
Thresh,Udyr,WIN
Thresh,Zyra,WIN
Thresh,Vayne,WIN
Riven,MasterYi,LOSS
Riven,Annie,LOSS
Riven,Caitlyn,LOSS
Riven,Bard,LOSS
MasterYi,Riven,LOSS
MasterYi,Annie,LOSS
MasterYi,Caitlyn,LOSS
MasterYi,Bard,LOSS
Annie,Riven,LOSS
Annie,MasterYi,LOSS
Annie,Caitlyn,LOSS
Annie,Bard,LOSS
Caitlyn,Riven,LOSS
Caitlyn,MasterYi,LOSS
Caitlyn,Annie,LOSS
Caitlyn,Bard,LOSS
Bard,Riven,LOSS
Bard,MasterYi,LOSS
Bard,Annie,LOSS
Bard,Caitlyn,LOSS
DrMundo,XinZhao,WIN
DrMundo,Leblanc,WIN
DrMundo,Vayne,WIN
DrMundo,Bard,WIN
XinZhao,DrMundo,WIN
XinZhao,Leblanc,WIN
XinZhao,Vayne,WIN
XinZhao,Bard,WIN
Leblanc,DrMundo,WIN
Leblanc,XinZhao,WIN
Leblanc,Vayne,WIN
Leblanc,Bard,WIN
Vayne,DrMundo,WIN
Vayne,XinZhao,WIN
Vayne,Leblanc,WIN
Vayne,Bard,WIN
Bard,DrMundo,WIN
Bard,XinZhao,WIN
Bard,Leblanc,WIN
Bard,Vayne,WIN
Gnar,FiddleSticks,LOSS
Gnar,Fizz,LOSS
Gnar,MissFortune,LOSS
Gnar,Alistar,LOSS
FiddleSticks,Gnar,LOSS
FiddleSticks,Fizz,LOSS
FiddleSticks,MissFortune,LOSS
FiddleSticks,Alistar,LOSS
Fizz,Gnar,LOSS
Fizz,FiddleSticks,LOSS
Fizz,MissFortune,LOSS
Fizz,Alistar,LOSS
MissFortune,Gnar,LOSS
MissFortune,FiddleSticks,LOSS
MissFortune,Fizz,LOSS
MissFortune,Alistar,LOSS
Alistar,Gnar,LOSS
Alistar,FiddleSticks,LOSS
Alistar,Fizz,LOSS
Alistar,MissFortune,LOSS
Olaf,Kayle,WIN
Olaf,Leblanc,WIN
Olaf,Jinx,WIN
Olaf,Braum,WIN
Kayle,Olaf,WIN
Kayle,Leblanc,WIN
Kayle,Jinx,WIN
Kayle,Braum,WIN
Leblanc,Olaf,WIN
Leblanc,Kayle,WIN
Leblanc,Jinx,WIN
Leblanc,Braum,WIN
Jinx,Olaf,WIN
Jinx,Kayle,WIN
Jinx,Leblanc,WIN
Jinx,Braum,WIN
Braum,Olaf,WIN
Braum,Kayle,WIN
Braum,Leblanc,WIN
Braum,Jinx,WIN
Nasus,Evelynn,LOSS
Nasus,Karthus,LOSS
Nasus,Caitlyn,LOSS
Nasus,Leona,LOSS
Evelynn,Nasus,LOSS
Evelynn,Karthus,LOSS
Evelynn,Caitlyn,LOSS
Evelynn,Leona,LOSS
Karthus,Nasus,LOSS
Karthus,Evelynn,LOSS
Karthus,Caitlyn,LOSS
Karthus,Leona,LOSS
Caitlyn,Nasus,LOSS
Caitlyn,Evelynn,LOSS
Caitlyn,Karthus,LOSS
Caitlyn,Leona,LOSS
Leona,Nasus,LOSS
Leona,Evelynn,LOSS
Leona,Karthus,LOSS
Leona,Caitlyn,LOSS
Garen,Volibear,WIN
Garen,Anivia,WIN
Garen,Tristana,WIN
Garen,Zyra,WIN
Volibear,Garen,WIN
Volibear,Anivia,WIN
Volibear,Tristana,WIN
Volibear,Zyra,WIN
Anivia,Garen,WIN
Anivia,Volibear,WIN
Anivia,Tristana,WIN
Anivia,Zyra,WIN
Tristana,Garen,WIN
Tristana,Volibear,WIN
Tristana,Anivia,WIN
Tristana,Zyra,WIN
Zyra,Garen,WIN
Zyra,Volibear,WIN
Zyra,Anivia,WIN
Zyra,Tristana,WIN
Kennen,Nautilus,LOSS
Kennen,Malzahar,LOSS
Kennen,Jinx,LOSS
Kennen,Leona,LOSS
Nautilus,Kennen,LOSS
Nautilus,Malzahar,LOSS
Nautilus,Jinx,LOSS
Nautilus,Leona,LOSS
Malzahar,Kennen,LOSS
Malzahar,Nautilus,LOSS
Malzahar,Jinx,LOSS
Malzahar,Leona,LOSS
Jinx,Kennen,LOSS
Jinx,Nautilus,LOSS
Jinx,Malzahar,LOSS
Jinx,Leona,LOSS
Leona,Kennen,LOSS
Leona,Nautilus,LOSS
Leona,Malzahar,LOSS
Leona,Jinx,LOSS
Nasus,LeeSin,WIN
Nasus,Pantheon,WIN
Nasus,Kalista,WIN
Nasus,Leblanc,WIN
LeeSin,Nasus,WIN
LeeSin,Pantheon,WIN
LeeSin,Kalista,WIN
LeeSin,Leblanc,WIN
Pantheon,Nasus,WIN
Pantheon,LeeSin,WIN
Pantheon,Kalista,WIN
Pantheon,Leblanc,WIN
Kalista,Nasus,WIN
Kalista,LeeSin,WIN
Kalista,Pantheon,WIN
Kalista,Leblanc,WIN
Leblanc,Nasus,WIN
Leblanc,LeeSin,WIN
Leblanc,Pantheon,WIN
Leblanc,Kalista,WIN
Ryze,Volibear,LOSS
Ryze,Azir,LOSS
Ryze,Ezreal,LOSS
Ryze,Thresh,LOSS
Volibear,Ryze,LOSS
Volibear,Azir,LOSS
Volibear,Ezreal,LOSS
Volibear,Thresh,LOSS
Azir,Ryze,LOSS
Azir,Volibear,LOSS
Azir,Ezreal,LOSS
Azir,Thresh,LOSS
Ezreal,Ryze,LOSS
Ezreal,Volibear,LOSS
Ezreal,Azir,LOSS
Ezreal,Thresh,LOSS
Thresh,Ryze,LOSS
Thresh,Volibear,LOSS
Thresh,Azir,LOSS
Thresh,Ezreal,LOSS
Rengar,Amumu,WIN
Rengar,Chogath,WIN
Rengar,MissFortune,WIN
Rengar,Bard,WIN
Amumu,Rengar,WIN
Amumu,Chogath,WIN
Amumu,MissFortune,WIN
Amumu,Bard,WIN
Chogath,Rengar,WIN
Chogath,Amumu,WIN
Chogath,MissFortune,WIN
Chogath,Bard,WIN
MissFortune,Rengar,WIN
MissFortune,Amumu,WIN
MissFortune,Chogath,WIN
MissFortune,Bard,WIN
Bard,Rengar,WIN
Bard,Amumu,WIN
Bard,Chogath,WIN
Bard,MissFortune,WIN
Vladimir,Udyr,LOSS
Vladimir,Heimerdinger,LOSS
Vladimir,Jinx,LOSS
Vladimir,Leona,LOSS
Udyr,Vladimir,LOSS
Udyr,Heimerdinger,LOSS
Udyr,Jinx,LOSS
Udyr,Leona,LOSS
Heimerdinger,Vladimir,LOSS
Heimerdinger,Udyr,LOSS
Heimerdinger,Jinx,LOSS
Heimerdinger,Leona,LOSS
Jinx,Vladimir,LOSS
Jinx,Udyr,LOSS
Jinx,Heimerdinger,LOSS
Jinx,Leona,LOSS
Leona,Vladimir,LOSS
Leona,Udyr,LOSS
Leona,Heimerdinger,LOSS
Leona,Jinx,LOSS
Shen,MasterYi,WIN
Shen,Ahri,WIN
Shen,Jinx,WIN
Shen,Leona,WIN
MasterYi,Shen,WIN
MasterYi,Ahri,WIN
MasterYi,Jinx,WIN
MasterYi,Leona,WIN
Ahri,Shen,WIN
Ahri,MasterYi,WIN
Ahri,Jinx,WIN
Ahri,Leona,WIN
Jinx,Shen,WIN
Jinx,MasterYi,WIN
Jinx,Ahri,WIN
Jinx,Leona,WIN
Leona,Shen,WIN
Leona,MasterYi,WIN
Leona,Ahri,WIN
Leona,Jinx,WIN
Hecarim,Shyvana,LOSS
Hecarim,Vladimir,LOSS
Hecarim,Ezreal,LOSS
Hecarim,Morgana,LOSS
Shyvana,Hecarim,LOSS
Shyvana,Vladimir,LOSS
Shyvana,Ezreal,LOSS
Shyvana,Morgana,LOSS
Vladimir,Hecarim,LOSS
Vladimir,Shyvana,LOSS
Vladimir,Ezreal,LOSS
Vladimir,Morgana,LOSS
Ezreal,Hecarim,LOSS
Ezreal,Shyvana,LOSS
Ezreal,Vladimir,LOSS
Ezreal,Morgana,LOSS
Morgana,Hecarim,LOSS
Morgana,Shyvana,LOSS
Morgana,Vladimir,LOSS
Morgana,Ezreal,LOSS
Tryndamere,Gragas,WIN
Tryndamere,Vladimir,WIN
Tryndamere,Jinx,WIN
Tryndamere,Janna,WIN
Gragas,Tryndamere,WIN
Gragas,Vladimir,WIN
Gragas,Jinx,WIN
Gragas,Janna,WIN
Vladimir,Tryndamere,WIN
Vladimir,Gragas,WIN
Vladimir,Jinx,WIN
Vladimir,Janna,WIN
Jinx,Tryndamere,WIN
Jinx,Gragas,WIN
Jinx,Vladimir,WIN
Jinx,Janna,WIN
Janna,Tryndamere,WIN
Janna,Gragas,WIN
Janna,Vladimir,WIN
Janna,Jinx,WIN
Ryze,Hecarim,LOSS
Ryze,Orianna,LOSS
Ryze,Draven,LOSS
Ryze,Bard,LOSS
Hecarim,Ryze,LOSS
Hecarim,Orianna,LOSS
Hecarim,Draven,LOSS
Hecarim,Bard,LOSS
Orianna,Ryze,LOSS
Orianna,Hecarim,LOSS
Orianna,Draven,LOSS
Orianna,Bard,LOSS
Draven,Ryze,LOSS
Draven,Hecarim,LOSS
Draven,Orianna,LOSS
Draven,Bard,LOSS
Bard,Ryze,LOSS
Bard,Hecarim,LOSS
Bard,Orianna,LOSS
Bard,Draven,LOSS
Tryndamere,Hecarim,WIN
Tryndamere,Annie,WIN
Tryndamere,Graves,WIN
Tryndamere,Blitzcrank,WIN
Hecarim,Tryndamere,WIN
Hecarim,Annie,WIN
Hecarim,Graves,WIN
Hecarim,Blitzcrank,WIN
Annie,Tryndamere,WIN
Annie,Hecarim,WIN
Annie,Graves,WIN
Annie,Blitzcrank,WIN
Graves,Tryndamere,WIN
Graves,Hecarim,WIN
Graves,Annie,WIN
Graves,Blitzcrank,WIN
Blitzcrank,Tryndamere,WIN
Blitzcrank,Hecarim,WIN
Blitzcrank,Annie,WIN
Blitzcrank,Graves,WIN
Pantheon,Gragas,LOSS
Pantheon,Kassadin,LOSS
Pantheon,Ashe,LOSS
Pantheon,Thresh,LOSS
Gragas,Pantheon,LOSS
Gragas,Kassadin,LOSS
Gragas,Ashe,LOSS
Gragas,Thresh,LOSS
Kassadin,Pantheon,LOSS
Kassadin,Gragas,LOSS
Kassadin,Ashe,LOSS
Kassadin,Thresh,LOSS
Ashe,Pantheon,LOSS
Ashe,Gragas,LOSS
Ashe,Kassadin,LOSS
Ashe,Thresh,LOSS
Thresh,Pantheon,LOSS
Thresh,Gragas,LOSS
Thresh,Kassadin,LOSS
Thresh,Ashe,LOSS
Riven,LeeSin,WIN
Riven,Ahri,WIN
Riven,Vayne,WIN
Riven,Annie,WIN
LeeSin,Riven,WIN
LeeSin,Ahri,WIN
LeeSin,Vayne,WIN
LeeSin,Annie,WIN
Ahri,Riven,WIN
Ahri,LeeSin,WIN
Ahri,Vayne,WIN
Ahri,Annie,WIN
Vayne,Riven,WIN
Vayne,LeeSin,WIN
Vayne,Ahri,WIN
Vayne,Annie,WIN
Annie,Riven,WIN
Annie,LeeSin,WIN
Annie,Ahri,WIN
Annie,Vayne,WIN
DrMundo,Evelynn,LOSS
DrMundo,Nidalee,LOSS
DrMundo,Ezreal,LOSS
DrMundo,Leona,LOSS
Evelynn,DrMundo,LOSS
Evelynn,Nidalee,LOSS
Evelynn,Ezreal,LOSS
Evelynn,Leona,LOSS
Nidalee,DrMundo,LOSS
Nidalee,Evelynn,LOSS
Nidalee,Ezreal,LOSS
Nidalee,Leona,LOSS
Ezreal,DrMundo,LOSS
Ezreal,Evelynn,LOSS
Ezreal,Nidalee,LOSS
Ezreal,Leona,LOSS
Leona,DrMundo,LOSS
Leona,Evelynn,LOSS
Leona,Nidalee,LOSS
Leona,Ezreal,LOSS
Fizz,XinZhao,WIN
Fizz,Annie,WIN
Fizz,Ashe,WIN
Fizz,Thresh,WIN
XinZhao,Fizz,WIN
XinZhao,Annie,WIN
XinZhao,Ashe,WIN
XinZhao,Thresh,WIN
Annie,Fizz,WIN
Annie,XinZhao,WIN
Annie,Ashe,WIN
Annie,Thresh,WIN
Ashe,Fizz,WIN
Ashe,XinZhao,WIN
Ashe,Annie,WIN
Ashe,Thresh,WIN
Thresh,Fizz,WIN
Thresh,XinZhao,WIN
Thresh,Annie,WIN
Thresh,Ashe,WIN
Ekko,Zac,LOSS
Ekko,Anivia,LOSS
Ekko,Jinx,LOSS
Ekko,Janna,LOSS
Zac,Ekko,LOSS
Zac,Anivia,LOSS
Zac,Jinx,LOSS
Zac,Janna,LOSS
Anivia,Ekko,LOSS
Anivia,Zac,LOSS
Anivia,Jinx,LOSS
Anivia,Janna,LOSS
Jinx,Ekko,LOSS
Jinx,Zac,LOSS
Jinx,Anivia,LOSS
Jinx,Janna,LOSS
Janna,Ekko,LOSS
Janna,Zac,LOSS
Janna,Anivia,LOSS
Janna,Jinx,LOSS
LeeSin,Vi,WIN
LeeSin,Viktor,WIN
LeeSin,Vayne,WIN
LeeSin,Annie,WIN
Vi,LeeSin,WIN
Vi,Viktor,WIN
Vi,Vayne,WIN
Vi,Annie,WIN
Viktor,LeeSin,WIN
Viktor,Vi,WIN
Viktor,Vayne,WIN
Viktor,Annie,WIN
Vayne,LeeSin,WIN
Vayne,Vi,WIN
Vayne,Viktor,WIN
Vayne,Annie,WIN
Annie,LeeSin,WIN
Annie,Vi,WIN
Annie,Viktor,WIN
Annie,Vayne,WIN
Malphite,RekSai,LOSS
Malphite,Syndra,LOSS
Malphite,Caitlyn,LOSS
Malphite,Leona,LOSS
RekSai,Malphite,LOSS
RekSai,Syndra,LOSS
RekSai,Caitlyn,LOSS
RekSai,Leona,LOSS
Syndra,Malphite,LOSS
Syndra,RekSai,LOSS
Syndra,Caitlyn,LOSS
Syndra,Leona,LOSS
Caitlyn,Malphite,LOSS
Caitlyn,RekSai,LOSS
Caitlyn,Syndra,LOSS
Caitlyn,Leona,LOSS
Leona,Malphite,LOSS
Leona,RekSai,LOSS
Leona,Syndra,LOSS
Leona,Caitlyn,LOSS
Irelia,Rammus,WIN
Irelia,Nidalee,WIN
Irelia,Graves,WIN
Irelia,Thresh,WIN
Rammus,Irelia,WIN
Rammus,Nidalee,WIN
Rammus,Graves,WIN
Rammus,Thresh,WIN
Nidalee,Irelia,WIN
Nidalee,Rammus,WIN
Nidalee,Graves,WIN
Nidalee,Thresh,WIN
Graves,Irelia,WIN
Graves,Rammus,WIN
Graves,Nidalee,WIN
Graves,Thresh,WIN
Thresh,Irelia,WIN
Thresh,Rammus,WIN
Thresh,Nidalee,WIN
Thresh,Graves,WIN
Aatrox,Vi,LOSS
Aatrox,Jayce,LOSS
Aatrox,Jinx,LOSS
Aatrox,Blitzcrank,LOSS
Vi,Aatrox,LOSS
Vi,Jayce,LOSS
Vi,Jinx,LOSS
Vi,Blitzcrank,LOSS
Jayce,Aatrox,LOSS
Jayce,Vi,LOSS
Jayce,Jinx,LOSS
Jayce,Blitzcrank,LOSS
Jinx,Aatrox,LOSS
Jinx,Vi,LOSS
Jinx,Jayce,LOSS
Jinx,Blitzcrank,LOSS
Blitzcrank,Aatrox,LOSS
Blitzcrank,Vi,LOSS
Blitzcrank,Jayce,LOSS
Blitzcrank,Jinx,LOSS
Garen,Malphite,WIN
Garen,Ekko,WIN
Garen,Vayne,WIN
Garen,Thresh,WIN
Malphite,Garen,WIN
Malphite,Ekko,WIN
Malphite,Vayne,WIN
Malphite,Thresh,WIN
Ekko,Garen,WIN
Ekko,Malphite,WIN
Ekko,Vayne,WIN
Ekko,Thresh,WIN
Vayne,Garen,WIN
Vayne,Malphite,WIN
Vayne,Ekko,WIN
Vayne,Thresh,WIN
Thresh,Garen,WIN
Thresh,Malphite,WIN
Thresh,Ekko,WIN
Thresh,Vayne,WIN
Gnar,Tryndamere,LOSS
Gnar,Ahri,LOSS
Gnar,Lucian,LOSS
Gnar,Alistar,LOSS
Tryndamere,Gnar,LOSS
Tryndamere,Ahri,LOSS
Tryndamere,Lucian,LOSS
Tryndamere,Alistar,LOSS
Ahri,Gnar,LOSS
Ahri,Tryndamere,LOSS
Ahri,Lucian,LOSS
Ahri,Alistar,LOSS
Lucian,Gnar,LOSS
Lucian,Tryndamere,LOSS
Lucian,Ahri,LOSS
Lucian,Alistar,LOSS
Alistar,Gnar,LOSS
Alistar,Tryndamere,LOSS
Alistar,Ahri,LOSS
Alistar,Lucian,LOSS
Viktor,XinZhao,WIN
Viktor,Lux,WIN
Viktor,Jinx,WIN
Viktor,Morgana,WIN
XinZhao,Viktor,WIN
XinZhao,Lux,WIN
XinZhao,Jinx,WIN
XinZhao,Morgana,WIN
Lux,Viktor,WIN
Lux,XinZhao,WIN
Lux,Jinx,WIN
Lux,Morgana,WIN
Jinx,Viktor,WIN
Jinx,XinZhao,WIN
Jinx,Lux,WIN
Jinx,Morgana,WIN
Morgana,Viktor,WIN
Morgana,XinZhao,WIN
Morgana,Lux,WIN
Morgana,Jinx,WIN
Rengar,Zac,LOSS
Rengar,Ahri,LOSS
Rengar,Draven,LOSS
Rengar,Rumble,LOSS
Zac,Rengar,LOSS
Zac,Ahri,LOSS
Zac,Draven,LOSS
Zac,Rumble,LOSS
Ahri,Rengar,LOSS
Ahri,Zac,LOSS
Ahri,Draven,LOSS
Ahri,Rumble,LOSS
Draven,Rengar,LOSS
Draven,Zac,LOSS
Draven,Ahri,LOSS
Draven,Rumble,LOSS
Rumble,Rengar,LOSS
Rumble,Zac,LOSS
Rumble,Ahri,LOSS
Rumble,Draven,LOSS
Malphite,Nidalee,WIN
Malphite,Ezreal,WIN
Malphite,Sivir,WIN
Malphite,Braum,WIN
Nidalee,Malphite,WIN
Nidalee,Ezreal,WIN
Nidalee,Sivir,WIN
Nidalee,Braum,WIN
Ezreal,Malphite,WIN
Ezreal,Nidalee,WIN
Ezreal,Sivir,WIN
Ezreal,Braum,WIN
Sivir,Malphite,WIN
Sivir,Nidalee,WIN
Sivir,Ezreal,WIN
Sivir,Braum,WIN
Braum,Malphite,WIN
Braum,Nidalee,WIN
Braum,Ezreal,WIN
Braum,Sivir,WIN
Gnar,Gragas,LOSS
Gnar,Leblanc,LOSS
Gnar,Graves,LOSS
Gnar,Annie,LOSS
Gragas,Gnar,LOSS
Gragas,Leblanc,LOSS
Gragas,Graves,LOSS
Gragas,Annie,LOSS
Leblanc,Gnar,LOSS
Leblanc,Gragas,LOSS
Leblanc,Graves,LOSS
Leblanc,Annie,LOSS
Graves,Gnar,LOSS
Graves,Gragas,LOSS
Graves,Leblanc,LOSS
Graves,Annie,LOSS
Annie,Gnar,LOSS
Annie,Gragas,LOSS
Annie,Leblanc,LOSS
Annie,Graves,LOSS
Vladimir,Amumu,WIN
Vladimir,Velkoz,WIN
Vladimir,Tristana,WIN
Vladimir,Nautilus,WIN
Amumu,Vladimir,WIN
Amumu,Velkoz,WIN
Amumu,Tristana,WIN
Amumu,Nautilus,WIN
Velkoz,Vladimir,WIN
Velkoz,Amumu,WIN
Velkoz,Tristana,WIN
Velkoz,Nautilus,WIN
Tristana,Vladimir,WIN
Tristana,Amumu,WIN
Tristana,Velkoz,WIN
Tristana,Nautilus,WIN
Nautilus,Vladimir,WIN
Nautilus,Amumu,WIN
Nautilus,Velkoz,WIN
Nautilus,Tristana,WIN
Gnar,Nidalee,LOSS
Gnar,Katarina,LOSS
Gnar,Kalista,LOSS
Gnar,Alistar,LOSS
Nidalee,Gnar,LOSS
Nidalee,Katarina,LOSS
Nidalee,Kalista,LOSS
Nidalee,Alistar,LOSS
Katarina,Gnar,LOSS
Katarina,Nidalee,LOSS
Katarina,Kalista,LOSS
Katarina,Alistar,LOSS
Kalista,Gnar,LOSS
Kalista,Nidalee,LOSS
Kalista,Katarina,LOSS
Kalista,Alistar,LOSS
Alistar,Gnar,LOSS
Alistar,Nidalee,LOSS
Alistar,Katarina,LOSS
Alistar,Kalista,LOSS
Riven,Warwick,WIN
Riven,Vladimir,WIN
Riven,Jinx,WIN
Riven,Lulu,WIN
Warwick,Riven,WIN
Warwick,Vladimir,WIN
Warwick,Jinx,WIN
Warwick,Lulu,WIN
Vladimir,Riven,WIN
Vladimir,Warwick,WIN
Vladimir,Jinx,WIN
Vladimir,Lulu,WIN
Jinx,Riven,WIN
Jinx,Warwick,WIN
Jinx,Vladimir,WIN
Jinx,Lulu,WIN
Lulu,Riven,WIN
Lulu,Warwick,WIN
Lulu,Vladimir,WIN
Lulu,Jinx,WIN
Jayce,Vi,LOSS
Jayce,Annie,LOSS
Jayce,Caitlyn,LOSS
Jayce,Thresh,LOSS
Vi,Jayce,LOSS
Vi,Annie,LOSS
Vi,Caitlyn,LOSS
Vi,Thresh,LOSS
Annie,Jayce,LOSS
Annie,Vi,LOSS
Annie,Caitlyn,LOSS
Annie,Thresh,LOSS
Caitlyn,Jayce,LOSS
Caitlyn,Vi,LOSS
Caitlyn,Annie,LOSS
Caitlyn,Thresh,LOSS
Thresh,Jayce,LOSS
Thresh,Vi,LOSS
Thresh,Annie,LOSS
Thresh,Caitlyn,LOSS
Gangplank,Rengar,WIN
Gangplank,TwistedFate,WIN
Gangplank,Corki,WIN
Gangplank,Annie,WIN
Rengar,Gangplank,WIN
Rengar,TwistedFate,WIN
Rengar,Corki,WIN
Rengar,Annie,WIN
TwistedFate,Gangplank,WIN
TwistedFate,Rengar,WIN
TwistedFate,Corki,WIN
TwistedFate,Annie,WIN
Corki,Gangplank,WIN
Corki,Rengar,WIN
Corki,TwistedFate,WIN
Corki,Annie,WIN
Annie,Gangplank,WIN
Annie,Rengar,WIN
Annie,TwistedFate,WIN
Annie,Corki,WIN
Garen,Khazix,LOSS
Garen,Lux,LOSS
Garen,Vayne,LOSS
Garen,Leona,LOSS
Khazix,Garen,LOSS
Khazix,Lux,LOSS
Khazix,Vayne,LOSS
Khazix,Leona,LOSS
Lux,Garen,LOSS
Lux,Khazix,LOSS
Lux,Vayne,LOSS
Lux,Leona,LOSS
Vayne,Garen,LOSS
Vayne,Khazix,LOSS
Vayne,Lux,LOSS
Vayne,Leona,LOSS
Leona,Garen,LOSS
Leona,Khazix,LOSS
Leona,Lux,LOSS
Leona,Vayne,LOSS
Rumble,Vi,WIN
Rumble,Ziggs,WIN
Rumble,Ashe,WIN
Rumble,Janna,WIN
Vi,Rumble,WIN
Vi,Ziggs,WIN
Vi,Ashe,WIN
Vi,Janna,WIN
Ziggs,Rumble,WIN
Ziggs,Vi,WIN
Ziggs,Ashe,WIN
Ziggs,Janna,WIN
Ashe,Rumble,WIN
Ashe,Vi,WIN
Ashe,Ziggs,WIN
Ashe,Janna,WIN
Janna,Rumble,WIN
Janna,Vi,WIN
Janna,Ziggs,WIN
Janna,Ashe,WIN
Hecarim,JarvanIV,LOSS
Hecarim,Azir,LOSS
Hecarim,Jinx,LOSS
Hecarim,Nunu,LOSS
JarvanIV,Hecarim,LOSS
JarvanIV,Azir,LOSS
JarvanIV,Jinx,LOSS
JarvanIV,Nunu,LOSS
Azir,Hecarim,LOSS
Azir,JarvanIV,LOSS
Azir,Jinx,LOSS
Azir,Nunu,LOSS
Jinx,Hecarim,LOSS
Jinx,JarvanIV,LOSS
Jinx,Azir,LOSS
Jinx,Nunu,LOSS
Nunu,Hecarim,LOSS
Nunu,JarvanIV,LOSS
Nunu,Azir,LOSS
Nunu,Jinx,LOSS
Heimerdinger,Nautilus,WIN
Heimerdinger,Galio,WIN
Heimerdinger,Ashe,WIN
Heimerdinger,Thresh,WIN
Nautilus,Heimerdinger,WIN
