3209,1968,68,56
1378,886,72,59
1519,5714,44,65
209,242,68,79
4455,128419,24,45
70033,233,30,7
291828,802802,20,25
224,72659,6,28
846,53,67,30
2637,28,57,20
199406,10810,43,25
8402,1933,63,42
15,296,29,70
2457,1,33,3
4096,7092,53,64
71778,144833,39,45
535053,22361,15,4
434,790,56,75
6,137,19,65
553,297,76,54
4793,8781,52,63
10995,12198,56,58
234868,473284,28,32
211905,340574,32,35
1163352,167414,18,10
396,354,75,71
58,370,38,73
586964,1655660,8,12
6008,1706,65,45
2288,49,61,25
67329,5450,51,31
202868,2921,37,16
93412,389,27,6
3055,203457,3,17
1382,1939,60,70
702,37021,23,50
73,65,84,76
118517,152490,40,42
12892,8654,60,53
29,5728,16,51
797,7559,36,62
1627543,432381,12,7
2757,1150,69,50
1144,622,73,55
5532,17,49,14
1538,9,55,16
37,73,59,85
52710,425019,25,37
75,71,82,78
509911,249303,31,27
949879,405051,21,17
38,24360,7,34
50,101,48,81
95,34229,11,39
447,14,68,28
3215,47,58,22
153,132,78,77
175785,73500,44,37
120366,15039,48,32
294561,5538,34,15
475043,11928,24,9
11,678,20,61
506,320,77,60
31108,26352,53,51
25646,13421,57,48
874,5690,39,64
476,0,43,5
270,384,63,78
36045,260052,29,42
23270,141041,33,47
2012903,876408,9,6
131293,932526,15,24
328,1389,42,70
3297,157,62,29
2375,2170,66,64
9554,76,52,19
390822,51171,38,26
23507,28,28,4
1,131,4,45
8,7002,8,40
275065,74402,41,32
5435,5435,61,61
3,146,17,63
13558,67963,37,52
1361974,836610,13,11
26072,522963,3,13
7679,41,50,16
2280,1,40,6
143774,10192,46,28
22392,524536,16,31
748,626,73,66
189632,1707,22,5
40,16234,12,43
84049,84049,45,45
88380,43313,49,42
3410,7,25,1
97,46,82,50
130,11398,21,53
374,271,78,62
2119607,1597656,7,6
49350,11452,54,39
24628,6614,58,42
3307,5,44,9
470218,24544,34,19
113,131,77,79
20314,586571,10,24
609,709,67,73
1,199,0,30
2510,114,63,29
16756,301,53,23
358,603,57,76
540579,19941,29,14
824639,50500,19,8
3,3141,5,37
179,57752,9,34
4908,2646,66,53
3990,7282,52,64
6614,24628,42,58
7527,5887,62,57
4327,4,38,6
33,10209,14,47
407,465,71,74
2575072,921047,4,1
240,4,65,21
79409,19944,51,38
74,684,37,71
290850,37633,41,28
3077,3588,61,65
30896,250,47,18
99258,811586,17,27
140072,209329,37,40
151006,1083,23,5
22,7209,13,47
438,35,70,32
654,220,74,47
146,2,60,14
694,892,64,73
30795,36699,50,52
80,2711,26,61
134,103,83,68
14920,32018,46,56
2,700,2,34
72172,579068,22,33
172,71,79,48
112,39,83,53
41011,14652,55,43
20695,6650,59,44
41387,310,45,17
87,1273,31,66
18273,21,35,7
277227,585839,25,29
3403,266611,11,30
921047,2575072,1,4
77217,2585,48,25
81,108,68,84
68230,313977,30,40
3676,34873,34,55
424880,9660,20,6
20,533,24,65
0,126,6,49
2079,282,67,37
4637,16875,43,60
9596,4247,63,49
9508,15,39,8
179,142,80,71
60,214,43,77
725360,75479,29,18
3805,247077,15,35
13492,360407,19,36
410,93860,5,25
616,892,62,74
468,21,66,25
67377,11756,52,36
22358,1342,56,31
260555,43530,42,30
594688,135800,32,24
3454,193238,18,39
281145,156992,38,34
107458,1063144,8,17
2643,2439,65,64
1379925,668330,14,11
1397,446,71,46
383,92,75,43
2195,6200,47,65
109,3225,27,61
22678,39291,47,54
904449,66507,17,7
10833,239483,23,41
5291,726,64,38
447,1069,50,73
610,531,74,67
601,5,60,18
45,78,64,85
447888,97245,36,27
858042,129025,26,17
11953,461334,12,28
566393,2032264,2,6
1146,8,55,15
886,1378,59,72
116639,343772,31,38
248844,248844,35,35
3082,2020,68,57
1352,935,72,60
1177,4556,44,66
107,0,48,5
696,782,68,72
3295,105178,24,46
13118,8,30,4
239142,800957,20,26
151,56325,6,29
10528,336,57,27
184868,8110,43,24
52,78,63,85
22,402,29,69
965,2,33,2
118,259,53,79
84288,154319,39,44
1178632,144926,15,7
363,578,56,76
3,198,19,64
561,308,76,55
16859,21987,52,56
9472,11061,56,59
199187,471585,28,33
181748,338831,32,36
1212387,230364,18,11
428,419,75,70
430059,1557601,8,13
5714,1519,65,44
1992,31,61,24
63276,4257,51,30
357330,139399,37,31
557037,379053,27,25
5262,258000,3,16
1137,1626,60,71
57,50,84,77
103753,148690,40,43
12204,8684,60,54
22,4234,16,52
665,5713,36,63
36812,623,12,0
2764,1045,69,49
1148,562,73,54
3905,8,49,13
3859,35,55,19
62,98,59,84
67028,462402,25,36
62,73,82,79
548404,222128,31,26
1008463,341752,21,16
369,89365,7,29
137,44201,11,38
541,27,68,29
3990,55,58,23
71,75,78,82
165604,78904,44,38
122128,18269,48,33
154840,1247,34,12
586571,20314,24,10
92,36,81,47
9,494,20,62
487,328,77,59
34091,26812,53,50
14828,13160,57,55
405,2533,39,67
229,0,43,4
717,959,63,73
45621,290380,29,41
29171,161519,33,46
1963305,630465,9,5
4914,1554,66,46
54901,744134,15,27
257,1061,42,71
2155,1984,66,65
43340,1909,52,28
389051,62448,38,27
43024,80,28,5
192,2939,32,64
1,108,4,46
8,5162,8,41
170695,132322,41,39
6211,5700,61,60
4,206,17,62
17304,79330,37,51
1482472,705359,13,10
44544,663307,3,12
10493,72,50,17
80,97,70,84
4234,7,40,7
51171,390822,26,38
150893,13103,46,29
851873,851873,16,16
855,690,73,65
320896,707036,22,26
576,99294,12,36
94486,84447,45,44
93199,40414,49,41
854,2,25,0
100,48,82,51
188,15223,21,52
384,270,78,63
857910,118728,7,1
46732,7092,54,36
24683,7349,58,43
5316,9,44,10
343128,8466,34,16
132,153,77,78
13729,503637,10,25
754,858,67,72
0,161,0,31
2103,86,63,28
13869,198,53,22
68,110,57,83
469158,13177,29,13
1135553,170976,19,11
4,4246,5,36
248,74043,9,33
5277,2305,66,50
3217,6105,52,65
5253,20411,42,59
4437,4437,62,62
7774,12,38,7
103,23850,14,44
755,674,71,69
3279106,1694405,4,2
183,2,65,20
74173,27372,51,41
119,904,37,70
193,0,41,3
3562,3993,61,64
127386,10085,47,29
129025,858042,17,26
88683,390,23,4
32,9672,13,46
523,48,70,33
566,172,74,44
236,3,60,15
602,760,64,74
26812,34091,50,53
216,6820,26,58
103,92,83,71
12222,27763,46,57
1,534,2,35
19202,346252,22,38
269,73,79,51
105,39,83,52
41267,13261,55,42
19717,8532,59,47
32255,192,45,16
10624,10,35,6
325814,574256,25,28
306327,1279729,11,17
3,1898,1,27
85163,3389,48,26
53,93,68,85
54595,288063,30,41
8018,64015,34,52
568960,18946,20,7
16,359,24,66
1892,238,67,36
2206,8833,43,63
9559,3934,63,48
34229,95,39,11
228,126,80,56
63,296,43,76
699469,57262,29,17
5538,294561,15,34
5031,222199,19,39
657,119332,5,24
479,740,62,75
223,4,66,22
67963,13558,52,37
24612,1708,56,32
258283,51526,42,31
572261,160511,32,25
9408,324793,18,36
259143,167890,38,35
73904,939885,8,18
997,1146,65,71
1441334,310426,14,8
903,221,71,41
345,76,75,42
2822,7723,47,64
159,4448,27,60
49431,58588,47,49
720405,37174,17,6
14458,278545,23,40
5690,874,64,39
884,2174,50,70
760,602,74,64
45284,107979,40,48
722,12,60,19
41,68,64,86
2188,2,36,4
263029,547443,26,30
8258,394385,12,29
316784,1543316,2,7
777,3,55,14
468,749,59,75
262741,364891,31,33
279159,238890,35,34
2948,2014,68,58
1331,911,72,61
888,3476,44,67
182,0,48,6
583,666,68,73
2456,85350,24,47
24973,29,30,5
193628,787978,20,27
23571,608577,6,18
9121,264,57,26
220679,18180,43,27
50,94,63,84
27,541,29,68
350,0,33,1
138,358,53,78
50496,124501,39,47
987095,87463,15,6
276,472,56,77
449,146,76,48
14431,20013,52,57
8210,10096,56,60
167272,464613,28,34
154246,334099,32,37
939885,73904,18,8
310426,1441334,8,14
3127,300,65,35
1563,28,61,23
377847,123963,37,30
612220,343655,27,24
1035,125825,3,19
3782,4535,60,64
57,50,84,78
89320,143257,40,44
11238,8465,60,55
337,0,46,6
15,3019,16,53
4163,31092,36,56
153427,4373,12,1
2639,942,69,48
1127,536,73,53
2569,5,49,12
2953,22,55,18
10810,199406,25,43
85,74,82,76
18752,16,31,5
93714,657618,21,31
573,112988,7,28
582,40,68,30
1954,22,58,20
57,68,78,83
154319,84288,44,39
123788,21708,48,34
197405,2071,34,13
689798,32204,24,11
87,34,81,46
6,372,20,63
483,296,77,58
37202,27103,53,49
16592,13728,57,54
535,3313,39,66
1639,2,43,7
868,1186,63,72
57459,319820,29,40
36851,183172,33,45
1735562,403190,9,4
5093,1703,66,47
74371,813212,15,26
65,73,76,84
517,2474,42,68
47581,2508,52,29
379433,32465,38,24
72659,224,28,6
150,2181,32,65
3,3759,8,42
187479,127480,41,38
6803,6074,61,59
5,289,17,61
21799,92396,37,50
1555651,565846,13,9
2069,1365,70,58
9020,326358,3,15
3951,15,50,14
66,79,70,85
7002,8,40,8
40485,354288,26,39
161061,34468,46,34
732477,911981,16,17
892,694,73,64
268021,713175,22,27
398,78457,12,37
104949,83965,45,43
97274,37441,49,40
220875,2150,25,7
258,19919,21,51
419,251,78,60
272237,24179,7,0
48140,8487,54,37
23428,5192,58,40
8259,15,44,11
5623,77135,30,50
390368,12454,34,17
162,162,77,77
1864071,621751,10,6
464,526,67,75
40,10374,0,16
3401,196,63,31
11398,130,53,21
82,135,57,82
394385,8258,29,12
1066221,120489,19,10
5,5810,5,35
429,94289,9,32
5342,2393,66,51
2520,5184,52,66
10476,35237,42,56
3818,4063,62,63
1161,0,38,4
56,18216,14,45
918,792,71,68
3192897,2318066,4,3
76917,24898,51,40
172,1171,37,69
120711,7814,47,28
165456,897010,17,25
332034,5120,23,7
35,13006,13,45
972,155,70,38
563,180,74,45
483,670,64,75
40001,40001,50,50
162,5095,26,59
116,108,83,70
4172,11666,46,62
2,1308,2,32
14364,300675,22,39
202,77,79,50
94,45,83,55
39804,6579,55,37
20196,7922,59,46
24463,123,45,15
44709,110,35,9
403725,1333738,11,16
4,2554,1,26
92823,4498,48,27
39,69,68,86
16383,155461,30,46
6199,52962,34,53
3343,4,20,0
8,259,24,67
2533,405,67,39
2865,11126,43,62
9046,4803,63,51
23222,48,39,10
222,128,80,57
38,109,43,79
657663,41552,29,16
123,24463,15,45
7078,263922,19,38
1308373,2335878,5,7
914,1214,62,72
287,8,66,23
68418,15879,52,38
26105,2227,56,33
258715,29442,42,28
541972,185585,32,26
6799,276618,18,37
324353,130342,38,32
50500,824639,8,19
1134,1343,65,70
1483423,422609,14,9
897,172,71,40
451,144,75,45
1355,4117,47,67
57,1771,27,63
56603,61141,47,48
528856,18350,17,5
5945,170090,23,43
6140,4213,64,56
713,1731,50,71
701,576,74,65
37441,97274,40,49
16957,5223,60,44
4246,4,36,5
222128,548404,26,31
5824,334134,12,30
1694405,3279106,2,4
593,928,59,74
300046,354865,31,32
192301,259246,35,37
2829,1933,68,59
1214,914,72,62
5223,16957,44,60
332,0,48,7
484,592,68,74
1796,68707,24,48
203337,1867,30,10
18620,393816,20,36
65,55,81,82
15214,510489,6,19
7771,192,57,25
210784,14130,43,26
41,734,29,67
192,462,53,77
60518,135391,39,46
62056,647,15,1
182,379,56,78
6,100,19,66
455,166,76,49
12329,17865,52,58
7097,8990,56,61
138354,450905,28,35
130342,324353,32,38
1071696,114807,18,9
29,147,38,76
220913,1316890,8,15
2716,215,65,34
1225,23,61,22
395900,107754,37,29
443667,443667,27,27
1802,160265,3,18
3222,4072,60,65
76013,135426,40,45
16509,7506,60,48
639,0,46,7
11,2173,16,54
3161,25241,36,57
247,190,79,69
369353,16489,12,2
1837,1461,69,63
1119,492,73,52
14211,233437,25,42
76,76,82,77
9663,9,31,4
119654,692712,21,30
145,54152,7,31
721,48,68,31
2453,37,58,21
88,108,78,80
206233,39078,44,32
123978,25634,48,35
83853,342,34,10
779327,48830,24,12
73,31,81,45
39,3621,20,56
488,292,77,57
40532,27147,53,48
18336,14112,57,53
872,0,43,6
470,690,63,75
71465,348347,29,39
45930,204723,33,44
959256,1602744,9,11
4556,1177,66,44
51,69,76,85
399,1909,42,69
51490,3258,52,30
386930,41230,38,25
112988,573,28,7
103,1603,32,66
0,595,4,40
3,2743,8,43
204248,120552,41,37
7536,6301,61,58
4,419,17,60
27054,106222,37,49
1557601,430059,13,8
2018,1376,70,59
909,452,74,54
15307,413424,3,14
5682,28,50,15
478,502,70,74
11438,12,40,9
81519,457939,26,36
158805,39609,46,35
618675,958914,16,18
498,434,73,71
447284,668399,22,24
263,61615,12,38
114904,82269,45,42
58588,49431,49,47
149949,1009,25,6
80,39,82,49
1365,2069,58,70
328,25922,21,50
371,282,78,61
2082241,612473,7,3
11889,15193,54,58
24017,5771,58,41
175,0,44,4
4257,63276,30,51
34468,161061,34,46
214,160,77,76
1862031,830391,10,7
531,610,67,74
64,1117,30,66
27,7734,0,17
2823,165,63,30
9146,88,53,20
99,187,57,81
320180,5045,29,11
1164165,296282,19,13
6,7829,5,34
24,15280,9,39
5180,1936,66,48
2034,4295,52,67
8445,29484,42,57
5598,4993,62,60
6,314,18,62
2320,1,38,5
15,3951,14,50
628,628,71,71
97598,986161,4,12
68683,31984,51,43
208,1552,37,68
137249,15683,47,31
210693,927055,17,24
233062,2542,23,6
49,17292,13,44
1069,177,70,39
437,130,74,42
383,555,64,76
35389,38748,50,51
313,11946,26,56
87,99,83,73
3220,9531,46,63
2,965,2,33
33205,440463,22,36
285,213,79,61
86,51,83,54
38233,5495,55,36
12500,915,59,33
18216,56,45,14
206,548,49,75
29474,57,35,8
170976,1135553,11,19
7,3410,1,25
100011,5928,48,28
12678,133189,30,47
13428,90610,34,50
15193,35,20,1
3,198,24,68
2337,350,67,38
45744,83165,43,49
9312,4480,63,50
1684,0,39,5
249,124,80,58
46,157,43,78
197,32120,15,44
2733,151981,19,41
1780540,2390493,5,6
759,1006,62,73
132,4,66,20
68042,18107,52,39
27865,2829,56,34
260052,36045,42,29
508751,210183,32,27
17769,433669,18,34
303011,143836,38,33
33905,715265,8,20
1282,1571,65,69
975709,975709,14,14
1109,282,71,43
420,126,75,44
1703,5093,47,66
119,0,51,7
88,2380,27,62
36717,51930,47,51
351561,8235,17,4
7999,202790,23,42
5741,4282,64,57
77,29,84,52
1458,3413,50,68
207,172,74,78
30917,86683,40,50
17075,5833,60,45
7917,8,36,6
358186,521287,26,28
3982,279656,12,31
160,12,73,31
994597,2624911,2,5
328,487,59,77
194966,369891,31,35
219614,255834,35,36
1431,151,68,36
1186,868,72,63
4181,13996,44,61
16366,29276,48,56
432,497,68,75
1311,54627,24,49
266611,3403,30,11
13866,342733,20,37
57746,846935,6,16
72,72,81,81
6321,136,57,24
231332,28532,43,29
38,69,63,86
57,1016,29,66
31973,62,33,7
274,600,53,76
132322,170695,39,41
14010,75,15,0
146,295,56,79
469,180,76,50
10221,15796,52,59
6001,8145,56,62
215,5174,28,60
109153,310592,32,39
608577,23571,18,6
25,104,38,77
0,573,8,48
2401,188,65,33
926,13,61,21
409864,92928,37,28
499662,413043,27,26
351,76626,3,21
2766,3623,60,66
89,74,84,72
64737,127302,40,46
16020,7798,60,49
108,1,46,4
9,1538,16,55
2401,19976,36,58
242,209,79,68
663307,44544,12,3
2000,1546,69,62
1142,770,73,59
18780,269044,25,41
111,88,82,74
54152,145,31,7
150464,721508,21,29
233,70033,7,30
198,3,68,24
1086,12,58,18
88,83,78,81
204723,45930,44,33
122830,29516,48,36
115847,694,34,11
852148,70672,24,13
138,207,67,81
28,2637,20,57
472,276,77,56
4939,8330,53,63
20013,14431,57,52
616,805,63,74
88206,373375,29,38
226563,310172,33,35
1203828,1562119,9,10
4803,1370,66,45
52,49,76,86
848,4210,42,66
55139,4099,52,31
359832,102267,38,30
375,1,28,0
88,1188,32,67
0,439,4,41
4,2011,8,44
221600,113069,41,36
8267,6836,61,57
47,7637,17,51
33474,120268,37,48
1479749,304670,13,7
2178,1330,70,56
923,483,74,55
1850,5,50,12
419,428,70,75
17514,33,40,10
64885,425641,26,37
160816,24564,46,32
515038,991338,16,19
581,525,73,70
380896,693217,22,25
178,47847,12,39
125755,79759,45,41
65092,49073,49,46
93860,410,25,5
1139,1680,58,71
463,33840,21,49
1543316,316784,7,2
10163,13740,54,59
15193,11889,58,54
350,0,44,5
9817,112204,30,48
27616,141910,34,47
222,167,77,75
1450031,253831,10,4
293,379,67,77
53,846,30,67
13,5792,0,18
1244,34,63,25
7151,60,53,19
128,222,57,80
249469,2867,29,10
1168148,229996,19,12
7,10437,5,33
97,157,62,82
30,20266,9,38
5324,2072,66,49
239,556,52,76
182050,109390,42,38
5002,4676,62,61
5,215,18,63
3675,22151,38,58
11,2879,14,51
690,667,71,70
59820,806475,4,13
71553,29732,51,42
282,2079,37,67
133189,12678,47,30
31478,572744,17,31
6288,14,23,1
75,22823,13,43
814,82,70,36
518,154,74,43
328,477,64,77
50440,42263,50,48
264,9121,26,57
107,99,83,72
6409,16982,46,60
25450,393366,22,37
318,191,79,60
110,68,83,57
41371,9059,55,39
11538,704,59,32
13006,35,45,13
283,773,49,74
91954,465,35,11
42,65,55,84
230364,1212387,11,18
7,4709,1,24
106491,7646,48,29
171,204,68,80
27130,206094,30,44
10459,76654,34,51
44376,166,20,2
4,132,24,69
2878,564,67,41
54463,89706,43,48
4484,4107,63,61
820,0,39,4
265,150,80,59
1348,5381,43,65
55,14068,15,47
3640,185198,19,40
2292419,2292419,5,5
271,374,62,78
179,4,66,21
58434,5209,52,32
29892,3433,56,35
244533,18550,42,26
473284,234868,32,28
13111,377126,18,35
189058,189058,38,38
22798,614406,8,21
1547,1732,65,68
5,125,28,72
831800,1045454,14,15
1061,257,71,42
523,174,75,47
97,293,47,77
3304,75995,27,49
42613,55414,47,50
32978,410076,23,37
5558,4038,64,58
92,30,84,53
1150,2757,50,69
173,141,74,79
24898,76917,40,51
16982,6409,60,46
13847,12,36,7
308662,537399,26,29
48830,779327,12,24
122,14,73,30
4062079,4062079,2,2
283,0,55,11
408,595,59,76
227062,369701,31,34
143930,254392,35,39
1552,208,68,37
222,26,72,32
3203,11433,44,62
13421,25646,48,57
1002,42991,24,50
104730,487,30,8
10296,295193,20,38
75,65,81,80
37174,720405,6,17
17433,1007,57,31
227596,23012,43,28
137,197,63,81
70,1360,29,65
18989,19,33,6
344,732,53,75
151281,171490,39,40
326358,9020,15,3
126,228,56,80
509,199,76,51
5142,7008,56,63
154,3842,28,61
1708,24612,32,56
780454,43985,18,7
451,3104,38,66
0,413,8,49
2181,150,65,32
678,11,61,20
420068,78465,37,27
338754,487958,27,29
587,98296,3,20
2315,3096,60,67
78,87,84,73
54295,118117,40,47
15119,8216,60,50
200,0,46,5
1064,109250,16,40
1810,15916,36,59
221,179,79,71
2121,1579,69,61
1146,745,73,58
24586,307604,25,40
110,98,82,75
33046,51,31,6
187289,743334,21,28
90,18,78,39
2150,220875,7,25
235,11,68,25
1461,16,58,19
199358,52730,44,34
120268,33474,48,37
38848,93,34,8
904860,98161,24,14
173,245,67,80
22,1954,20,58
469,233,77,55
6013,9683,53,62
9075,10070,57,59
107754,395900,29,37
258534,303508,33,34
1465719,1465719,9,9
4210,848,66,42
689,3152,42,67
25869,517,52,24
343772,116639,38,31
1415,3,28,1
67,848,32,68
0,331,4,42
2,1492,8,45
106628,134924,41,43
8990,7097,61,56
4,105,27,72
154,0,47,5
72,10493,17,50
758,6312,37,63
1317221,198712,13,6
2158,1373,70,57
895,410,74,52
2831,6,50,13
569,638,70,72
26166,65,40,11
124929,512251,26,34
161519,29171,46,33
422183,1006619,16,20
605,576,73,69
146464,679148,22,30
2779,231750,12,32
135426,76013,45,40
71586,48549,49,45
53343,129,25,4
2014,2948,58,68
627,43715,21,48
15810,17871,54,56
13659,11457,58,55
625,0,44,6
7453,93830,30,49
52730,199358,34,44
209,199,77,74
1727376,422527,10,5
387,473,67,76
113,2075,30,64
6,4411,0,19
1031,25,63,24
5502,44,53,18
65,65,80,80
185048,1574,29,9
1069102,441160,19,15
14,13993,5,32
79,123,62,83
46,26652,9,37
185,384,52,77
166930,115078,42,39
6285,551,62,34
5,601,18,60
2705,17828,38,59
31,7591,14,48
1146,997,71,65
36584,658263,4,14
61071,35347,51,45
355,2779,37,66
3025,5,41,7
95335,3381,47,25
42637,636694,17,30
1474,2,23,0
114,30047,13,42
904,119,70,37
373,65,74,40
280,377,64,78
45512,41459,50,49
118838,648,26,6
93,73,83,75
5217,13971,46,61
47,3215,22,58
328,240,79,63
113,59,83,56
40576,7943,55,38
15002,1535,59,35
9075,18,45,12
382,1019,49,73
12,160,31,73
65736,211,35,10
90247,961679,11,21
1,588,1,31
112204,9817,48,30
150,180,68,81
21203,179658,30,45
21708,123788,34,48
98296,587,20,3
0,1227,6,42
2760,478,67,40
31984,68683,43,51
5008,4376,63,60
5709,8,39,7
266,150,80,60
1718,6943,43,64
84,18585,15,46
1374,100241,19,43
2732255,2010886,5,4
233,300,62,79
61082,6527,52,33
31092,4163,56,36
253235,23512,42,27
434512,259366,32,29
32251,552774,18,32
107,117,75,81
166627,191441,38,39
15106,524110,8,22
4,98,28,73
1262802,784750,14,12
684,74,71,37
484,163,75,46
155,3,61,15
125,407,47,76
348,0,51,9
4498,92823,27,48
5631,13768,47,61
42695,454608,23,36
4933,3874,64,59
69,46,84,54
2305,5277,50,66
234,242,74,76
20292,67313,40,52
16651,6956,60,47
470988,470988,26,26
34662,694804,12,25
112,7,73,29
2752247,3859110,2,3
140,0,55,10
194,300,59,79
26051,182493,31,45
167890,259143,35,38
480061,12277,21,7
3,1725,11,49
1697,250,68,38
