Diamond,jungle,80,0.5359856951274028
Diamond,jungle,120,0.5398550724637681
Diamond,jungle,62,0.5493013972055888
Diamond,jungle,254,0.4990120079039368
Diamond,jungle,245,0.481001341081806
Diamond,jungle,105,0.5048622366288493
Diamond,jungle,154,0.45944849959448497
Diamond,jungle,121,0.490966446802409
Diamond,jungle,19,0.5369357045143639
Diamond,jungle,111,0.5260576333537706
Diamond,jungle,5,0.5225739491437468
Diamond,jungle,57,0.5129924559932942
Diamond,jungle,56,0.5268065268065268
Diamond,jungle,106,0.5261270491803278
Diamond,jungle,59,0.49074708704592185
Diamond,jungle,11,0.4970518867924528
Diamond,jungle,102,0.5463614063777597
Diamond,jungle,64,0.5035652341491617
Diamond,jungle,54,0.48442367601246106
Diamond,jungle,107,0.48951445305119967
Diamond,jungle,28,0.5337095337095337
Diamond,jungle,72,0.5420819490586932
Diamond,jungle,421,0.5390239083185141
Diamond,jungle,76,0.5551578678256424
Diamond,jungle,35,0.5353728489483748
Diamond,jungle,77,0.5622426354133672
Diamond,jungle,131,0.5100463678516228
Diamond,jungle,60,0.45168374816983897
Diamond,jungle,113,0.5057251908396947
Diamond,jungle,9,0.5176119402985074
Diamond,jungle,32,0.5306056701030928
Diamond,jungle,79,0.4713258344089987
Diamond,jungle,20,0.5639913232104121
Diamond,support,267,0.5009487666034156
Diamond,support,111,0.5479026411185914
Diamond,support,161,0.5142378559463987
Diamond,support,53,0.5549567755697766
Diamond,support,143,0.5181660899653979
Diamond,support,12,0.4919596620332516
Diamond,support,89,0.5143293847917463
Diamond,support,40,0.5471605843877988
Diamond,support,37,0.5081059707394227
Diamond,support,43,0.5052395209580839
Diamond,support,16,0.5323283082077052
Diamond,support,1,0.5017482517482518
Diamond,support,432,0.490608228980322
Diamond,support,117,0.5094867807153965
Diamond,support,98,0.49730700179533216
Diamond,support,25,0.5079249672822451
Diamond,support,201,0.5198863636363636
Diamond,support,412,0.515547319895146
Diamond,top,157,0.4940407535563245
Diamond,top,120,0.5488190893596299
Diamond,top,62,0.5593101020767336
Diamond,top,41,0.46153846153846156
Diamond,top,17,0.5103734439834025
Diamond,top,23,0.5535035306898425
Diamond,top,80,0.5718927701056052
Diamond,top,111,0.5512572533849129
Diamond,top,85,0.5297805642633229
Diamond,top,57,0.50917176209005
Diamond,top,68,0.5141084650790474
Diamond,top,86,0.5252873563218391
Diamond,top,126,0.5208041140719962
Diamond,top,59,0.49592476489028214
Diamond,top,24,0.49793310785419015
Diamond,top,102,0.4585669781931464
Diamond,top,13,0.535475234270415
Diamond,top,105,0.5078534031413613
Diamond,top,58,0.5093182932810201
Diamond,top,39,0.5290980755854394
Diamond,top,150,0.4796694648478489
Diamond,top,54,0.5385
Diamond,top,107,0.5543340380549683
Diamond,top,31,0.5067833698030635
Diamond,top,245,0.444106463878327
Diamond,top,75,0.5108243130724396
Diamond,top,114,0.5461043602573267
Diamond,top,8,0.5141481913652275
Diamond,top,98,0.5055152852190357
Diamond,top,92,0.5504038950979308
Diamond,top,27,0.5346062052505967
Diamond,top,14,0.5125786163522013
Diamond,top,122,0.5102548166563082
Diamond,adc,429,0.5228085867620751
Diamond,adc,51,0.5045646336785578
Diamond,adc,67,0.5299922500645828
Diamond,adc,29,0.5217723453017571
Diamond,adc,119,0.5363663573780305
Diamond,adc,22,0.5506877228731534
Diamond,adc,236,0.4587818905766111
Diamond,adc,15,0.5410285916615031
Diamond,adc,110,0.5211038961038961
Diamond,adc,42,0.5073961860630903
Diamond,adc,222,0.5320675641351282
Diamond,adc,81,0.49068595222441375
Diamond,adc,104,0.501195600191296
Diamond,adc,18,0.4843947036569987
Diamond,mid,157,0.4876746096959737
Diamond,mid,4,0.5600447364742066
Diamond,mid,112,0.5171248835041938
Diamond,mid,245,0.42670257791458255
Diamond,mid,268,0.4604049493813273
Diamond,mid,61,0.4817777777777778
Diamond,mid,63,0.5421095666394112
Diamond,mid,55,0.5189655172413793
Diamond,mid,96,0.5183733463988242
Diamond,mid,126,0.511779041429732
Diamond,mid,69,0.4895543175487465
Diamond,mid,50,0.541862652869238
Diamond,mid,91,0.5711817553559088
Diamond,mid,101,0.5166666666666667
Diamond,mid,115,0.49954627949183306
Diamond,mid,31,0.5140988966080915
Diamond,mid,30,0.5674201091192518
Diamond,mid,238,0.5068786303882604
Diamond,mid,1,0.579244463742944
Diamond,mid,110,0.5228174603174603
Diamond,mid,117,0.5244360902255639
Diamond,mid,131,0.5319465081723626
Diamond,mid,99,0.532016008004002
Diamond,mid,103,0.5607432670822062
Diamond,mid,8,0.5188824071231194
Diamond,mid,7,0.46564885496183206
Diamond,mid,34,0.5331664580725908
Diamond,mid,81,0.4785377358490566
Diamond,mid,25,0.5501567398119123
Diamond,mid,90,0.5686039544637508
Diamond,mid,105,0.5204250295159386
Silver,jungle,80,0.4750259067357513
Silver,jungle,121,0.47988478609878177
Silver,jungle,120,0.49690247431093965
Silver,jungle,62,0.5218263331760264
Silver,jungle,254,0.503967750126968
Silver,jungle,23,0.49633885321617666
Silver,jungle,154,0.488398112565063
Silver,jungle,19,0.5302755463418848
Silver,jungle,111,0.5167429964908107
Silver,jungle,5,0.5227891692363096
Silver,jungle,60,0.42487745098039215
Silver,jungle,57,0.4814436151722728
Silver,jungle,56,0.5011194521269591
Silver,jungle,2,0.4658623526185906
Silver,jungle,106,0.5257969747735937
Silver,jungle,59,0.47783323546682327
Silver,jungle,11,0.4941857716851808
Silver,jungle,10,0.4958481613285884
Silver,jungle,24,0.48493975903614456
Silver,jungle,102,0.5338928340865075
