9029,5760,1,10,1,8
278088,1939045,0,3,0,6
1448,273,2,6,0,6
49,141599,0,0,3,10
279,4440,0,5,1,11
18174,5468,2,11,1,7
95487,1318009,0,4,1,8
16580,186,0,9,0,2
24,100,2,6,3,11
65241,13685,1,4,0,3
18726,50736,0,4,1,4
556215,72588,2,8,0,5
54646,26408,2,10,1,8
10680,69473,1,7,3,11
11245,633189,0,1,0,7
319,2827,0,5,2,6
7899,6017,3,9,2,9
37801,473223,0,2,1,5
307201,21068,2,7,0,4
96,176879,0,0,2,10
405722,3739,1,6,0,0
74,208,1,3,0,8
1867153,1867153,0,4,0,4
1723,929,0,9,1,6
3112,1582,2,7,0,8
176879,96,2,10,0,0
1917,5862,0,8,1,9
2835,1736,1,3,0,4
1318009,95487,1,8,0,4
80923,201827,1,7,2,9
14819,7913,1,8,0,8
545,38,3,9,1,3
6262,192490,0,5,3,10
3739,405722,0,0,1,6
664952,1833,2,9,0,1
90217,3799,3,11,0,6
120909,265671,1,6,1,8
231,678,0,7,0,9
2040844,3609199,0,2,0,3
20,22209,0,0,1,10
177,1583,1,4,2,11
50659,104,1,10,0,1
978,426,2,6,1,7
889,4050,1,4,2,7
2236,650,1,7,1,3
7605,5157,0,8,0,7
105,24,3,9,0,9
683,81,1,9,1,3
2844,446431,0,3,3,10
179,255,2,9,1,11
122118,427,2,11,0,2
24,105,0,9,3,9
166902,9064,3,9,0,5
847,403,0,7,1,3
1315946,4921751,0,0,0,2
21068,307201,0,4,2,7
50,662,1,3,2,7
2319,111031,0,4,2,11
2464,312,3,10,0,8
1136,1494,1,7,0,9
89455,80154,1,8,2,8
145,12,1,10,1,3
88264,384515,0,6,1,8
4567,29,2,6,0,1
4567,42805,1,5,3,10
266935,900,1,9,0,1
15370,70578,0,7,2,9
678,231,0,9,0,7
267,630,1,3,1,5
427,122118,0,2,2,11
34746,34746,2,9,2,9
8818,4649,2,8,0,8
71899,10221,2,10,1,5
50736,18726,1,4,0,4
81,683,1,3,1,9
4111,264896,0,2,2,7
884929,12893,0,6,0,0
172,172,2,11,2,11
1349,546,2,11,2,7
99,447,1,5,2,6
24186,8655,3,10,1,8
69473,10680,3,11,1,7
3447,6994,1,9,3,11
8197,213,1,11,0,4
97669,684304,0,3,1,5
444,86496,0,2,1,10
489,756,1,10,3,10
1600,22389,0,7,3,11
683,683,1,4,1,4
3492,10310,2,9,3,11
3028348,1509598,0,4,0,3
20811,16212,0,8,1,6
5039,16463,1,4,1,8
439,341,2,11,3,9
4923,707,3,9,1,4
135,820,1,5,1,11
12365,390060,0,3,2,7
2927,3261,2,10,3,10
20730,10987,3,9,1,8
1286,154702,0,3,2,11
142617,86750,0,7,0,6
37,74,2,7,1,11
311,437,0,9,2,8
116,16,3,11,0,9
259773,343317,1,6,1,7
25523,21555,1,9,2,9
56546,33534,2,7,1,7
1833,664952,0,1,2,9
174276,3750,0,8,0,2
356759,170820,1,5,0,5
74,37,1,11,2,7
4095,10717,2,7,2,10
130487,69,3,9,0,0
449,1254,1,5,0,9
103475,113734,0,7,1,6
124820,342983,0,5,0,7
215,120,2,10,2,6
24090,124022,1,6,2,10
1499,6832,0,7,1,10
944,349651,0,2,3,10
137156,179999,0,6,1,5
256165,283,3,10,0,1
574149,3192,1,7,0,0
478,478,1,10,1,10
820,135,1,11,1,5
1509598,3028348,0,3,0,4
187,288847,0,1,3,11
170820,356759,0,5,1,5
77,42,0,9,0,8
10310,3492,3,11,2,9
1399,719,1,10,2,7
3048,95608,0,4,1,10
1460,5649,2,7,3,10
54,98,2,6,3,9
42288,2286,1,4,0,1
274,297,1,10,2,11
86750,142617,0,6,0,7
229153,1240410,0,4,1,6
1203355,32987,2,8,0,3
2150,1791,2,10,1,10
17038,57619,1,7,3,9
4587632,4587632,0,1,0,1
62760,12074,3,10,1,7
25351,117503,1,5,2,9
689,3003,0,2,1,3
86118,19051,2,7,0,6
806,332229,0,0,2,8
1082386,53511,1,6,0,2
418355,1365821,0,4,0,6
583,794,0,9,1,8
578574,2299,2,10,0,2
1127,1498,1,3,0,6
1195930,18735,1,8,0,2
239,2893,0,1,1,3
9301,4427,3,10,2,9
36,803,1,3,3,11
943129,75020,0,7,0,3
70578,15370,2,9,0,7
375324,4069,3,11,0,4
4579,18155,1,6,1,10
4525328,2474349,0,2,0,1
4069,375324,0,4,3,11
46630,122644,1,7,1,9
5760,9029,1,8,1,10
122059,1603,1,10,0,3
191852,110606,1,7,1,5
265671,120909,1,8,1,6
42,77,0,8,0,9
1453126,42679,0,5,0,0
285,87837,0,0,0,8
21555,25523,2,9,1,9
111031,2319,2,11,0,4
19032,2810,3,9,0,7
23502,54797,1,6,2,7
136826,2142726,0,0,0,4
2473,5161,2,8,1,10
36352,1007058,0,4,2,9
186709,87781,2,8,1,6
83048,4622,3,10,0,6
26408,54646,1,8,2,10
10468,1912,1,10,1,5
1091,1686,3,9,3,10
476,18922,0,3,0,9
4997,152,2,6,0,3
113667,805543,0,5,1,8
1583,177,2,11,1,4
43284,10564,1,9,0,7
982,6353,0,7,2,11
8151,4330,2,11,1,8
12740,49,0,9,0,1
650,2236,1,3,1,7
8666,23577,0,7,2,7
1736,2835,0,4,1,3
1973,2910,2,9,2,11
253861,55736,2,8,0,6
123114,33503,2,10,1,7
2910,1973,2,11,2,9
46740,3802,3,11,1,5
8655,24186,1,8,3,10
2713,3691,3,9,2,10
1868,214,1,11,0,6
112,11470,0,3,1,11
18735,1195930,0,2,1,8
261,88988,0,0,2,7
860,12643,0,4,0,9
357821,17319,2,10,0,5
2893,239,1,3,0,1
426,978,1,7,2,6
108252,41284,1,8,0,7
4622,83048,0,6,3,10
255,72,2,10,0,9
33503,123114,1,7,2,10
4252,16295,2,8,3,10
59899,12703,3,9,1,6
13405,61104,1,5,1,9
2948,189984,0,0,1,5
504630,2261,3,11,0,3
618,625,3,9,1,10
639116,116207,0,7,0,4
134,130541,0,0,1,9
2008,2218,1,9,2,11
95608,3048,1,10,0,4
3750,174276,0,2,0,8
1389,185828,0,1,2,7
255,179,1,11,2,9
273,1448,0,6,2,6
138228,15879,0,8,0,4
1249,1249,3,10,3,10
684304,97669,1,5,0,3
110110,31644,1,9,1,6
28,112,0,9,3,10
87307,101,2,11,0,1
18207,18412,2,7,2,8
298814,1466,3,9,0,2
2838,2878,1,9,1,10
8327,5671,0,7,1,4
87781,186709,1,6,2,8
41284,108252,0,7,1,8
1773,239,2,8,1,3
546,5715,1,4,3,10
214,1868,0,6,1,11
6191,36985,1,5,3,9
1532060,45454,1,7,0,2
1366,482,1,11,1,7
3609199,2040844,0,3,0,2
505,225225,0,1,3,9
440439,3602,1,9,0,2
255782,1069600,0,5,1,7
235,13,2,11,1,3
468,280,3,11,2,11
11447,896515,0,2,2,8
